"id";"word";"answer"
"1";"Title: The Checklist Before the Big Trip";"La Lista Antes del Gran Viaje"
"2";"I pack the necessary items first today.";"Empaco los artículos necesarios primero hoy."
"3";"An unnecessary delay slows my early progress.";"Un retraso innecesario frena mi progreso temprano."
"4";"A useful map lies open on the table.";"Un mapa útil está abierto sobre la mesa."
"5";"A useless receipt falls from my pocket.";"Un recibo inútil cae de mi bolsillo."
"6";"A true warning echoes in my memory.";"Una advertencia cierta resuena en mi memoria."
"7";"A false rumor spreads among my friends.";"Un rumor falso se esparce entre mis amigos."
"8";"A real concern grows about the weather.";"Una preocupación real crece sobre el clima."
"9";"A fake message appears on my phone.";"Un mensaje falso aparece en mi teléfono."
"10";"The visible clouds gather above the hills.";"Las nubes visibles se juntan sobre las colinas."
"11";"The invisible wind pushes against the trees.";"El viento invisible empuja contra los árboles."
"12";"A famous trail leads toward the canyon.";"Un sendero famoso lleva hacia el cañón."
"13";"An unknown turn confuses the printed directions.";"Una vuelta desconocida confunde las direcciones impresas."
"14";"The alive forest hums with constant sound.";"El bosque vivo zumba con sonido constante."
"15";"The dead branches crack under my boots.";"Las ramas muertas crujen bajo mis botas."
"16";"A healthy pace keeps me moving forward.";"Un paso saludable me mantiene avanzando."
"17";"A sick feeling rises as clouds darken.";"Una sensación enferma surge mientras se oscurecen las nubes."
"18";"We are going to guide the pregnant hiker.";"Vamos a guiar a la excursionista embarazada."
"19";"The hot weather shifts suddenly to cold.";"El clima caluroso cambia de repente a frío."
"20";"The cold air warns of coming rain.";"El aire frío advierte de la lluvia próxima."
"21";"I am going to avoid the humid trail.";"Voy a evitar el sendero húmedo."
