"id";"word";"answer"
"1";"Now we have to cross that bridge and then turn right.";"Ahora, debemos cruzar ese puente y luego doblar a la derecha."
"2";"We share a house among three friends.";"Compartimos una vivienda entre tres amigos."
"3";"We must have trust in the solidarity of our neighbors.";"Debemos confiar en la solidaridad de nuestros vecinos."
"4";"You must listen to what the teacher says.";"Debes escuchar lo que dice la profesora."
"5";"Diana has passion for what she does.";"Diana siente pasión por lo que hace."
"6";"Tell me the titles of the books you need.";"Dime los títulos de los libros que necesitas."
"7";"The cat is a threat to rats.";"El gato es una amenaza para las ratas."
"8";"The entrance to the store is through the corner door.";"El ingreso a la tienda se hace por la puerta de la esquina."
"9";"The patient requires the assistance of the nurse.";"El paciente requiere la asistencia de la enfermera."
"10";"The democratic system is not infallible.";"El sistema democrático no es infalible."
"11";"The titles of all the chapters appear in the index.";"En el índice aparecen los títulos de todos los capítulos."
"12";"You are the ideal travel companion.";"Eres el compañero de viajes ideal."
"13";"It is the job of my dreams.";"Es el trabajo de mis sueños."
"14";"It is too complex a problem.";"Es un problema demasiado complejo."
"15";"This is a state school.";"Esta es una escuela estatal."
"16";"These shoes are very old.";"Estos zapatos son muy viejos."
"17";"I'm looking for my adapter.";"Estoy buscando mi adaptador."
"18";"I am completely exhausted.";"Estoy completamente agotada."
"19";"I am very hungry.";"Estoy muy hambriento."
"20";"Gloria and Amanda are Spanish.";"Gloria y Amanda son españolas."
"21";"I want to stay up late.";"Hoy me quiero quedar durmiendo hasta tarde."
"22";"José works in musical composition.";"José se dedica a la composición musical."
"23";"Agriculture is the main activity of the region.";"La agricultura es la actividad principal de la región."
"24";"The witch turns the children into mice.";"La bruja convierte a los niños en ratones."
"25";"Western culture is a combination of many cultures.";"La cultura occidental es una combinación de muchas culturas."
"26";"State information is in the public domain.";"La información estatal es dominio público."
"27";"Police are looking for three suspected individuals.";"La policía busca a tres individuos sospechosos."
"28";"The root of the tree cracked the floor.";"La raíz del árbol rompió el piso."
"29";"School is going to start next week.";"Las clases van a empezar la semana que viene."
"30";"Government entities must apply the new rules immediately.";"Las entidades gubernamentales deben aplicar las nuevas normas de inmediato."
"31";"Potatoes and sweet potatoes are common ingredients in the region.";"Las patatas y las batatas son ingredientes comunes en la región."
"32";"Commercial relations between the two countries are strong.";"Las relaciones comerciales entre los dos países son fuertes."
"33";"I like visual arts.";"Me gustan las artes visuales."
"34";"My aunt owns a flower shop.";"Mi tía es dueña de una tienda de flores."
"35";"My children arrive from school at three.";"Mis hijos llegan de la escuela a las tres."
"36";"My parents are capable of everything for me.";"Mis padres son capaces de todo por mí."
"37";"We need a mirror in the room.";"Necesitamos un espejo en la habitación."
"38";"We need a vehicle to tour the area.";"Necesitamos un vehículo para recorrer la zona."
"39";"I do not have a choice.";"No tengo opción."
"40";"I get a small profit for each sale.";"Obtengo un pequeño beneficio por cada venta."
"41";"I am representative of the embassy.";"Soy representante de la embajada."
"42";"You look different.";"Te ves distinto."
"43";"I have to read three texts for university.";"Tengo que leer tres textos para la universidad."
"44";"I have feelings for Carmen.";"Tengo sentimientos por Carmen."
"45";"Littering in the nature reserve is a crime.";"Tirar basura en la reserva natural es un delito."
"46";"The entire planet is at risk from global warming.";"Todo el planeta está en riesgo por el calentamiento global."
"47";"Your house is very modern.";"Tu casa es muy moderna."
"48";"Vogue is a fashion magazine.";"Vogue es una revista de moda."
"49";"Enough! Go to sleep!";"¡Basta! ¡A dormir!"
"50";"I deserve an explanation!";"¡Merezco una explicación!"
"51";"What a nice dress!";"¡Qué lindo vestido!"
"52";"What is the percentage of women in the company?";"¿Cuál es el porcentaje de mujeres en la compañía?"
"53";"When are your friends coming?";"¿Cuándo vienen tus amigos?"
"54";"Can we continue with the meeting?";"¿Podemos continuar con la reunión?"
"55";"Can you buy something to eat?";"¿Puedes comprar algo de comer?"
"56";"Can you come?";"¿Puedes venir?"
"57";"What was that noise?";"¿Qué fue ese ruido?"
"58";"What have your superiors told you?";"¿Qué te han dicho tus superiores?"
"59";"Do you have a board to chop the onion?";"¿Tienes una tabla para picar la cebolla?"
"60";"Are you coming tonight?";"¿Vas a venir esta noche?"
