"id","word","answer"
"1","From time to time a squirrel shows up in the garden.","De tanto en tanto aparece una ardilla en el jardín."
"2","We should pay a visit to your cousins.","Deberíamos hacer una visita a tus primos."
"3","You must make an effort.","Debes hacer un esfuerzo."
"4","I want to travel forever.","Deseo viajar por siempre."
"5","They say that statue brings good luck.","Dicen que esa estatua da buena suerte."
"6","The fish is dead.","El pez está muerto."
"7","She is an expert in computer systems.","Ella es experta en sistemas informáticos."
"8","In this city, industry is central.","En esta ciudad, la industria es central."
"9","On this occasion, things will be different.","En esta ocasión, las cosas serán distintas."
"10","Classes begin in March.","En marzo comienzan las clases."
"11","It is a right protected by the Constitution.","Es un derecho protegido por la Constitución."
"12","This association protects the rights of immigrants.","Esta asociación protege los derechos de los inmigrantes."
"13","This is an impossible mission.","Esta es una misión imposible."
"14","We are against all types of violence.","Estamos en contra de todo tipo de violencia."
"15","This is a very delicate matter.","Este es un asunto muy delicado."
"16","I am going through a very confusing phase.","Estoy en una etapa muy confusa."
"17","There are different ways to travel.","Hay distintas formas de viajar."
"18","There are too many people, let’s go elsewhere.","Hay mucha gente, vamos a otro lado."
"19","There are sectors of society that are very vulnerable.","Hay sectores de la sociedad que son muy vulnerables."
"20","There are three health centers in the neighborhood.","Hay tres centros de salud en el barrio."
"21","There are several areas of the island that you must visit.","Hay varias zonas de la isla que debes visitar."
"22","Today Jorge presents his thesis.","Hoy Jorge presenta su tesis."
"23","Today I just want to rest.","Hoy solamente quiero descansar."
"24","Kevin doesn't have the will to work.","Kevin no tiene la voluntad de trabajar."
"25","Human activity affects the environment.","La actividad humana afecta el medioambiente."
"26","Science grows everyday.","La ciencia crece todos los días."
"27","The best educational institutions are public.","Las mejores instituciones educativas son públicas."
"28","The students are very diverse.","Los alumnos son muy diversos."
"29","Linguists study language.","Los lingüistas estudian el lenguaje."
"30","I like the cover of the book, but not the content.","Me gusta la portada del libro, pero no el contenido."
"31","I like the frame more than the painting.","Me gusta más el marco que la pintura."
"32","I like her style.","Me gusta su estilo."
"33","I like happy subjects.","Me gustan los temas felices."
"34","My wife is looking for a job.","Mi esposa busca empleo."
"35","My brother is a lawyer.","Mi hermano es abogado."
"36","My daughter's name is Sara.","Mi hija se llama Sara."
"37","My father always puts his children as a priority.","Mi padre siempre pone a sus hijos como una prioridad."
"38","My friends always find a way to have fun.","Mis amigos siempre encuentran la forma de divertirse."
"39","My parents give me lots of encouragement.","Mis padres me dan muchos ánimos."
"40","I don’t eat meat.","No como carne."
"41","I do not understand the concept.","No entiendo el concepto."
"42","I don't have skis of my own.","No tengo esquíes propios."
"43","I don't have enough time to do everything.","No tengo tiempo suficiente para hacer todo."
"44","Our interests are very different.","Nuestros intereses son muy distintos."
"45","Olga considers it her right.","Olga considera que es su derecho."
"46","Pedro is from the opposition party.","Pedro es del partido de la oposición."
"47","Bearing arms is not legal here.","Portar armas no es legal aquí."
"48","I want to try a new haircut.","Quiero probar un nuevo corte de cabello."
"49","I want to sit in the front.","Quiero sentarme adelante."
"50","I want to take a cooking course.","Quiero tomar un curso de cocina."
"51","I want a small pizza, please.","Quiero una pizza pequeña, por favor."
"52","Madam, you dropped something.","Señora, se le ha caído algo."
"53","I always sleep with socks on, even in the summer.","Siempre duermo con calcetines, aun en verano."
"54","He always looks very sloppy.","Siempre tiene un aspecto muy desprolijo."
"55","These are the first flowers to bloom.","Son las primeras flores en florecer."
"56","I am a member of a movie club.","Soy miembro de un club de cine."
"57","I am a professional translator.","Soy traductora profesional."
"58","We have several possibilities for tonight.","Tenemos varias posibilidades para esta noche."
"59","I have too many patients this week.","Tengo demasiados pacientes esta semana."
"60","I have a bad headache.","Tengo mucho dolor de cabeza."
"61","I have a very particular problem.","Tengo un problema muy particular."
"62","I have a question, professor.","Tengo una pregunta, profesor."
"63","I have a job proposal for you.","Tengo una propuesta de trabajo para ti."
"64","You have many reasons to travel.","Tienes muchas razones para viajar."
"65","Take this book, you'll like it.","Toma este libro, te gustará."
"66","I work in a language institute.","Trabajo en un instituto de idiomas."
"67","I live in a rural area.","Vivo en un área rural."
"68","How many types of pumpkin are there?","¿Cuántos tipos de calabaza hay?"
"69","Where is the exit?","¿Dónde está la salida?"
"70","Where is my pink notebook?","¿Dónde está mi cuaderno rosa?"
"71","Where can I see the prices of the drinks?","¿Dónde puedo ver precios de las bebidas?"
"72","Is that ring made of gold?","¿Ese anillo es de oro?"
"73","Is this our bed?","¿Esta es nuestra cama?"
"74","Do you have a plan for the following days?","¿Tienes un plan para los siguientes días?"
"75","Are you going to go inside the house?","¿Vas a entrar a la casa?"
