"id","word","answer"
"1","Adrián is a very quiet man.","Adrián es un hombre muy callado."
"2","Some tourists are very rude.","Algunos turistas son muy maleducados."
"3","They are my parents.","Ellos son mis padres."
"4","In this case, it’s different.","En este caso, es diferente."
"5","In general, my Spanish is very good.","En general, mi español es muy bueno."
"6","It is the end of our trip.","Es el fin de nuestro viaje."
"7","It’s my first time travelling alone.","Es la primera vez que viajo sola."
"8","This is my new backpack.","Esta es mi nueva mochila."
"9","This story has a happy ending.","Esta historia tiene un final feliz."
"10","This is Rafael, my older brother.","Este es Rafael, mi hermano mayor."
"11","This sandwich is for whoever wants it.","Este sandwich es para quien lo quiera."
"12","This is new.","Esto es nuevo."
"13","These are my shoes.","Estos son mis zapatos."
"14","I’m against bullfighting.","Estoy contra las corridas de toros."
"15","There are things that I don’t understand.","Hay cosas que no entiendo."
"16","Today is my birthday.","Hoy es mi cumpleaños."
"17","The water bottle is inside my backpack.","La botella de agua está dentro de mi mochila."
"18","The store is in front of the bank.","La tienda está frente al banco."
"19","Laura says millions of lies.","Laura dice millones de mentiras."
"20","I like big cities.","Me gustan las ciudades grandes."
"21","My social life is very active.","Mi vida social es muy activa."
"22","My siblings are married.","Mis hermanos están casados."
"23","I don’t understand this country’s politics.","No entiendo la política de este país."
"24","Our father is an engineer.","Nuestro padre es ingeniero."
"25","I want a cheese sandwich.","Quiero un emparedado de queso."
"26","I’m almost 28 years old.","Tengo casi veintiocho años."
"27","I have four brothers.","Tengo cuatro hermanos."
"28","I have a lot of work today.","Tengo mucho trabajo hoy."
"29","I have a lot of friends.","Tengo muchos amigos."
"30","I have to take pictures, it’s my job.","Tengo que sacar fotos, es mi trabajo."
"31","I’m a little hungry.","Tengo un poco de hambre."
"32","All my friends study Psychology.","Todas mis amigas estudian Psicología."
"33","Your sister is a very athletic woman.","Tu hermana es una mujer muy atlética."
"34","I love this place!","¡Amo este lugar!"
"35","Show must go on!","¡El show debe continuar!"
"36","It’s a fact!","¡Es un hecho!"
"37","I have something for you!","¡Tengo algo para ti!"
"38","What’s the national dish?","¿Cuál es el plato nacional?"
"39","Do you want to say something?","¿Quieres decir algo?"
"40","What do you want to do today?","¿Qué quieres hacer hoy?"
"41","What kind of coffee is this?","¿Qué tipo de café es este?"
"42","Do you have a few minutes?","¿Tienes unos minutos?"
