"id";"word";"answer"
"1";"Title: The Morning Contest";"El Concurso de la Mañana"
"2";"I win a small prize at the community center.";"Gano un premio pequeño en el centro comunitario."
"3";"We talk about the contest while we drink coffee.";"Hablamos del concurso mientras tomamos café."
"4";"She tries to open the box, but it is taped shut.";"Ella intenta abrir la caja, pero está bien sellada."
"5";"They invite us to stay for another activity.";"Nos invitan a quedarnos para otra actividad."
"6";"You wash your hands before the next game.";"Lavas tus manos antes del siguiente juego."
"7";"The volunteers clean the tables quickly.";"Los voluntarios limpian las mesas rápido."
"8";"He calls his brother to tell him the news.";"Él llama a su hermano para contarle la noticia."
"9";"More people arrive and fill the room.";"Más personas llegan y llenan el salón."
"10";"We carry the prize home carefully.";"Llevamos el premio a casa con cuidado."
"11";"Tomorrow I am going to send a picture of it to my family.";"Mañana voy a mandar una foto a mi familia."
