"id";"word";"answer"
"1";"Title: The Chaos in the Restaurant Kitchen";"El Caos en la Cocina del Restaurante"
"2";"A smelly cloud rises from the fryer.";"Una nube apestosa sube de la freidora."
"3";"A loud crash startles the entire staff.";"Un choque ruidoso sobresalta a todo el personal."
"4";"A greasy pan spins across the counter.";"Un sartén grasoso gira sobre el mostrador."
"5";"A gentle cook steadies the shaking tray.";"Un cocinero suave estabiliza la charola temblorosa."
"6";"A tasteless broth simmers without much color.";"Un caldo insípido hierve sin mucho color."
"7";"We are going to fix the flavorless mix.";"Vamos a arreglar la mezcla insípida."
"8";"A musical timer rings from the corner.";"Un temporizador musical suena desde la esquina."
"9";"A quiet moment settles after the noise.";"Un momento silencioso se asienta tras el ruido."
"10";"A fragrant spice softens the harsh smell.";"Una especia aromática suaviza el olor fuerte."
"11";"An odorless steam escapes from the boiling pot.";"Un vapor inodoro escapa de la olla hirviendo."
"12";"A peaceful rhythm returns to the kitchen.";"Un ritmo pacífico regresa a la cocina."
"13";"A powerful flame rises under the skillet.";"Una flama poderosa sube bajo el sartén."
"14";"We are going to lower the dangerous heat.";"Vamos a bajar el calor peligroso."
"15";"A weak handle bends under the heavy weight.";"Una agarradera débil se dobla bajo el peso."
"16";"An aggressive boil splashes onto the stove.";"Un hervor agresivo salpica sobre la estufa."
"17";"A violent sizzle echoes through the room.";"Un chisporroteo violento resuena por el cuarto."
"18";"A colorless sauce thickens slowly near me.";"Una salsa incolora se espesa lentamente cerca de mí."
"19";"We are going to restore the flavorful balance.";"Vamos a restaurar el equilibrio sabroso."
"20";"A dangerous spark jumps toward the towel.";"Una chispa peligrosa salta hacia la toalla."
"21";"I am going to keep everyone safe.";"Voy a mantener a todos seguros."
