"id";"word";"answer"
"1";"to measure";"medir"
"2";"to compete";"competir"
"3";"to close";"cerrar"
"4";"to warm up";"calentar"
"5";"to wake up";"despertar"
"6";"to sit";"sentar"
"7";"to try";"probar"
"8";"to eat lunch";"almorzar"
"9";"to hang";"colgar"
"10";"to fry";"freír"
"11";"to get dressed";"vestir"
"12";"to obtain/get";"obtener"
"13";"to sustain/support";"sostener"
"14";"to maintain";"mantener"
"15";"to entertain";"entretener"
"16";"to detain/stop";"detener"
"17";"to contain";"contener"
"18";"to return something";"devolver"
"19";"to move";"mover"
"20";"to smell";"oler"
"21";"to recommend";"recomendar"
"22";"to play";"jugar"
