"id";"word";"answer"
"1";"to be (essential/permanent)";"ser"
"2";"to be (temporary/location)";"estar"
"3";"to have";"tener"
"4";"to go";"ir"
"5";"to do/make";"hacer"
"6";"to be able to";"poder"
"7";"to say/tell";"decir"
"8";"to give";"dar"
"9";"to know (facts)";"saber"
"10";"to want";"querer"
"11";"to come";"venir"
"12";"to see";"ver"
"13";"to bring";"traer"
"14";"to know (people/places)";"conocer"
"15";"to put/place";"poner"
"16";"to seem";"parecer"
"17";"to follow";"seguir"
"18";"to find";"encontrar"
"19";"to count";"contar"
"20";"to begin";"empezar"
"21";"to understand";"entender"
"22";"to lose";"perder"
"23";"to think";"pensar"
