"id";"word";"answer"
"1";"Upon hearing their name, each person disappears into the office for a while, leaves the office, makes another appointment before going home.";"Al escuchar su nombre, cada persona desaparece en la oficina por un rato, sale del consultorio, hace otra cita antes de volver a casa."
"2";"The secretary begins to read the names that are on her list.";"La secretaria empieza a leer los nombres que están en su lista."
"3";"The secretary sees that I am still here.";"La secretaria ve que todavía estoy aquí."
"4";"THE SECRETARY: The office closes at six. You have to leave.";"LA SECRETARIA: La oficina cierra a las seis. Ud. tiene que salir."
"5";"THE SECRETARY: But your name does not appear on the list.";"LA SECRETARIA: Pero su nombre no aparece en la lista."
"6";"THE SECRETARY: What is your last name?";"LA SECRETARIA: ¿Cuál es su apellido?"
"7";"THE SECRETARY: What is your name?";"LA SECRETARIA: ¿Cuál es su nombre?"
"8";"THE SECRETARY: Do you want to make an appointment?";"LA SECRETARIA: ¿Quiere Ud. hacer una cita?"
"9";"Finally, the doctor emerges from his office.";"Por fin, el doctor emerge de su oficina."
"10";"This continues the entire afternoon.";"Sigue así toda la tarde."
"11";"It is two thirty.";"Son las dos y media."
"12";"We have this conversation:";"Tenemos esta conversación:"
"13";"ME: That is fine.";"YO: Está bien."
"14";"ME: My name is Isabel.";"YO: Me llamo Isabel."
"15";"ME: I do not have an appointment today. I am in good health.";"YO: No tengo una cita hoy. Estoy bien de salud."
"16";"ME: No, I am fine, thank you.";"YO: No, estoy bien, gracias."
"17";"ME: Pereira. My last name is Pereira.";"YO: Pereira. Mi apellido es Pereira."
