"id";"word";"answer"
"1";"Hi! How’s it going?";"¡Hola! ¿Qué tal?"
"2";"David! All good.";"¡David! Todo bien."
"3";"Nice. Where are you going?";"Qué bueno. ¿A dónde vas?"
"4";"To the store. And you?";"Voy al súper. ¿Y tú?"
"5";"Just walking a bit.";"Solo camino un poco."
"6";"Ah, okay.";"Ah, está bien."
"7";"How was yesterday?";"¿Cómo te fue ayer?"
"8";"Good, normal.";"Bien, todo normal."
"9";"Great.";"Perfecto."
"10";"Well, I’ll keep going.";"Bueno, sigo mi camino."
"11";"Yes, see you.";"Sí, nos vemos."
"12";"Take care.";"Cuídate."
"13";"You too.";"Tú también."
