"id";"word";"answer"
"1";"A librarian named Sofía opens the library doors.";"Una bibliotecaria llamada Sofía abre las puertas."
"2";"She lives with passion for books and readers.";"Ella vive con pasión por libros y lectores."
"3";"Sofía writes detailed descriptions of every novel.";"Sofía escribe descripciones detalladas de cada novela."
"4";"Does she receive many letters from grateful readers?";"¿Ella recibe muchas cartas de lectores agradecidos?"
"5";"Yes, she receives heartfelt messages every single week.";"Sí, recibe mensajes sinceros cada semana."
"6";"She decides which books belong in each section.";"Ella decide qué libros pertenecen en cada sección."
"7";"Sofía describes characters as if she knows them.";"Sofía describe personajes como si los conoce."
"8";"She permits students to borrow multiple books freely.";"Ella permite que estudiantes tomen libros libremente."
"9";"Does she admit when she makes catalog mistakes?";"¿Ella admite cuando comete errores de catálogo?"
"10";"Always, she admits errors with honest grace.";"Siempre, admite errores con gracia honesta."
"11";"She attends every community reading event.";"Asiste a cada evento de lectura comunitario."
"12";"Sofía shares her love of reading with everyone.";"Sofía comparte su amor de lectura con todos."
"13";"I open books carefully to protect their pages.";"Abro libros cuidadosamente para proteger sus páginas."
"14";"You live for stories that transport your mind.";"Tú vives por historias que transportan tu mente."
"15";"She writes reviews that help others choose books.";"Ella escribe reseñas que ayudan a otros elegir."
"16";"We receive donations of used books regularly.";"Recibimos donaciones de libros usados regularmente."
"17";"They decide to study literature at university.";"Deciden estudiar literatura en la universidad."
"18";"I describe my favorite book with obvious joy.";"Describo mi libro favorito con alegría obvia."
"19";"Does she permit children to read any book?";"¿Ella permite que niños lean cualquier libro?"
"20";"Yes, she permits reading as a sacred right.";"Sí, permite la lectura como un derecho sagrado."
"21";"We admit that some books change our lives.";"Admitimos que algunos libros cambian nuestras vidas."
"22";"They attend Sofía's book club every Thursday night.";"Asisten al club de libros cada jueves."
"23";"What does the librarian share with her community?";"¿Qué comparte la bibliotecaria con su comunidad?"
"24";"She shares countless stories and infinite wisdom.";"Comparte innumerables historias y sabiduría infinita."
"25";"I open the library with reverence and care.";"Abro la biblioteca con reverencia y cuidado."
"26";"You live in worlds created by brilliant authors.";"Tú vives en mundos creados por autores brillantes."
"27";"She writes letters to thank book donors.";"Ella escribe cartas para agradecer donadores."
"28";"We receive inspiration from every single book.";"Recibimos inspiración de cada libro solamente."
"29";"Sofía decides to leave her library to the community.";"Sofía decide dejar su biblioteca a la comunidad."
"30";"Her legacy opens doors to imagination forever.";"Su legado abre puertas a la imaginación siempre."
