"id";"word";"answer"
"1";"Title: Morning At The Community Center";"Mañana En El Centro Comunitario"
"2";"I send a short message to the group.";"Envío un mensaje corto al grupo."
"3";"You prepare the tables for the class. [sing, inf]";"Preparas las mesas para la clase."
"4";"We present our small project to the teacher.";"Presentamos nuestro proyectito a la maestra."
"5";"They finish their drawings with bright colors.";"Terminan sus dibujos con colores brillantes."
"6";"I start the music for the activity.";"Inicio la música para la actividad."
"7";"You visit the art room to check supplies. [sing, formal]";"Visita el salón de arte para revisar materiales."
"8";"We allow the kids to choose their colors.";"Permitimos que los niños elijan sus colores."
"9";"They receive new markers from the cabinet.";"Reciben marcadores nuevos del gabinete."
"10";"She sells small craft kits at the front desk.";"Vende pequeños kits de manualidades en la recepción."
"11";"We understand the instructions clearly.";"Comprendemos las instrucciones claramente."
"12";"You answer the teacher’s question. [pl]";"Responden la pregunta de la maestra."
"13";"I study the example on the board.";"Estudio el ejemplo en el pizarrón."
"14";"They meet their goal for the morning.";"Cumplen su meta de la mañana."
"15";"You care for the younger students. [sing, inf]";"Cuidas a los estudiantes más pequeños."
"16";"I wish for a calm and productive day.";"Deseo un día tranquilo y productivo."
"17";"We enjoy the soft music in the room.";"Disfrutamos la música suave en el salón."
"18";"They save their work in a small folder.";"Guardan su trabajo en una carpetita."
"19";"You improve your drawing with new details. [sing, formal]";"Mejora su dibujo con nuevos detalles."
"20";"I note the progress of the whole group.";"Noto el progreso de todo el grupo."
"21";"We see the kids observing each other’s art.";"Observamos a los niños ver el arte de los demás."
"22";"They deliver their finished pages to the teacher.";"Entregan sus hojas terminadas a la maestra."
"23";"You send the attendance list to the office. [pl]";"Mandan la lista de asistencia a la oficina."
"24";"I mention the next activity to everyone.";"Menciono la siguiente actividad a todos."
"25";"We inform the group about the schedule.";"Informamos al grupo sobre el horario."
"26";"They explain their project with simple words.";"Explican su proyecto con palabras sencillas."
"27";"I am going to prepare the next activity.";"Voy a preparar la siguiente actividad."
"28";"You are going to visit the computer room. [sing, inf]";"Vas a visitar el salón de cómputo."
"29";"We are going to finish early today.";"Vamos a terminar temprano hoy."
