"id";"word";"answer"
"1";"We should develop an app.";"Deberíamos desarrollar una app."
"2";"Let the experts comment on the issue.";"Deja que los expertos opinen sobre el tema."
"3";"Say what you think.";"Di lo que piensas."
"4";"The weather is very weird around here.";"El clima es muy extraño por aquí."
"5";"The safe code is 1234.";"El código de la caja fuerte es 1234."
"6";"The book is on the bottom shelf.";"El libro está en el estante inferior."
"7";"At this time of the year there is a lot of tourism.";"En este momento del año hay mucho turismo."
"8";"In my journal, I record everything that happens to me during the day.";"En mi diario, registro todo lo que me ocurre durante el día."
"9";"This is my homeland, I don't want to leave.";"Esta es mi patria, no quiero marcharme."
"10";"I have a date with Ana tonight.";"Esta noche tengo una cita con Ana."
"11";"We are in the middle of a negotiation.";"Estamos en medio de una negociación."
"12";"They are showing a very good movie on TV.";"Están pasando una película muy buena por la tele."
"13";"Frida plays several instruments.";"Frida toca varios instrumentos."
"14";"Let's make a pact.";"Hagamos un pacto."
"15";"There is a lot of tension between you two.";"Hay mucha tensión entre vosotros."
"16";"There are multiple mobile models from which you can choose.";"Hay múltiples modelos de móviles entre los que puedes elegir."
"17";"The environmental impact must be reduced.";"Hay que reducir el impacto ambiental."
"18";"There are several open positions in my company.";"Hay varias posiciones abiertas en mi empresa."
"19";"Juan works in an advertising agency.";"Juan trabaja en una agencia de publicidad."
"20";"The old woman lives in solitude.";"La anciana vive en soledad."
"21";"The band continues to play.";"La banda continúa tocando."
"22";"International cooperation is essential.";"La cooperación internacional es fundamental."
"23";"The company has many resources.";"La empresa posee muchos recursos."
"24";"The light intensity can be regulated.";"La intensidad de la luz puede regularse."
"25";"The Spanish omelette is made with potatoes and eggs.";"La tortilla se hace con papa y huevo."
"26";"Lentils have a lot of iron.";"Las lentejas tienen mucho hierro."
"27";"Governments change every four years.";"Los gobiernos cambian cada cuatro años."
"28";"Lucas and Marina are very popular at school.";"Lucas y Marina son muy populares en la escuela."
"29";"I like Mexican hip hop.";"Me gusta el hip hop mexicano."
"30";"My company has only five employees.";"Mi empresa tiene solo cinco empleados."
"31";"My cousin visits me often.";"Mi prima me visita a menudo."
"32";"My niece Maia is eleven years old.";"Mi sobrina Maia tiene once años."
"33";"We must not forget the water.";"No debemos olvidar el agua."
"34";"There is no magic formula to be successful.";"No hay una fórmula mágica para ser exitoso."
"35";"I do not like alcohol.";"No me gusta el alcohol."
"36";"I don't want to look at more photos of your cat.";"No quiero mirar más fotos de tu gato."
"37";"I want to build my own house.";"Quiero construir mi propia casa."
"38";"I want to read the sports section of the newspaper.";"Quiero leer la sección de deportes del periódico."
"39";"Raúl is watching television.";"Raúl está mirando la televisión."
"40";"I am a criminal lawyer.";"Soy abogado penal."
"41";"I am a freelance journalist.";"Soy un periodista independiente."
"42";"We have a similar criterion for choosing clothes.";"Tenemos un criterio similar para elegir ropa."
"43";"I have absolute confidence in Rosa.";"Tengo absoluta confianza en Rosa."
"44";"I have the complete collection.";"Tengo la colección completa."
"45";"I have personal problems.";"Tengo problemas personales."
"46";"I have several dress models for you to try on.";"Tengo varios modelos de vestido para que te pruebes."
"47";"Your kitchen is very spacious.";"Tu cocina es muy amplia."
"48";"Your screams are a nuisance to the rest of us.";"Tus gritos constituyen una molestia para el resto de nosotros."
"49";"Come quickly, I have something to show you.";"Ven rápidamente, tengo algo que mostrarte."
"50";"I am Latina, but my father is Spanish.";"Yo soy latina, pero mi padre es español."
"51";"Take a picture of that landscape!";"¡Toma una fotografía de ese paisaje!"
"52";"Your polenta is delicious!";"¡Tu polenta está muy rica!"
"53";"What is the scope of your project?";"¿Cuál es el alcance de tu proyecto?"
"54";"What is the meaning of this word?";"¿Cuál es el significado de esta palabra?"
"55";"What’s your favorite sport?";"¿Cuál es tu deporte preferido?"
"56";"How long does the movie last?";"¿Cuánto dura la película?"
"57";"How can I get to the train station?";"¿Cómo puedo llegar a la estación de tren?"
"58";"What are you thinking?";"¿En qué estás pensando?"
"59";"Do you want to serve the ice cream?";"¿Quieres servir el helado?"
"60";"What are you saying?";"¿Qué estás diciendo?"
"61";"Do you play any instrument?";"¿Tocas algún instrumento?"
"62";"He is a foreigner, but he is not a refugee.";"Él es extranjero, pero no es refugiado."
