"id";"word";"answer"
"1";"Title: Early Errands On A Busy Street";"Tareas Tempranas En Una Calle Ocupada"
"2";"I step outside into a good morning.";"Salgo a una mañana buena."
"3";"The bad traffic from yesterday is gone.";"El tráfico malo de ayer ya se fue."
"4";"The big street feels lively but calm.";"La calle grande se siente animada pero tranquila."
"5";"I am going to buy small batteries first.";"Voy a comprar pilas pequeñas primero."
"6";"The long sidewalk leads toward the corner shop.";"La banqueta larga lleva hacia la tiendita."
"7";"The short walk warms my sleepy body.";"La caminata corta calienta mi cuerpo dormido."
"8";"A tall clerk waves from the open doorway.";"Un encargado alto saluda desde la entrada abierta."
"9";"We are going to rest on a low bench soon.";"Vamos a descansar en una banca baja pronto."
"10";"A new poster shows today’s simple discounts.";"Un cartel nuevo muestra los descuentos simples de hoy."
"11";"An old radio plays soft morning music.";"Un radio viejo toca música suave de mañana."
"12";"A young worker organizes the fresh stock.";"Una trabajadora joven acomoda la mercancía fresca."
"13";"They are going to test the first device now.";"Van a probar el primer aparato ahora."
"14";"The last shelf holds warm bread nearby.";"El último estante tiene pan calientito cerca."
"15";"We return to the same friendly counter.";"Regresamos al mismo mostrador amigable."
"16";"You choose another cable for your phone [sing, inf].";"Eliges otro cable para tu teléfono."
"17";"The only aisle free leads toward checkout.";"El único pasillo libre lleva hacia la caja."
"18";"We carry the entire bag of supplies.";"Cargamos la bolsa entera de cosas."
"19";"The options here feel different every visit.";"Las opciones aquí se sienten diferentes en cada visita."
"20";"They are going to grab several simple tools.";"Van a agarrar varias herramientas simples."
"21";"I am going to take few coins for change.";"Voy a llevar pocas monedas para el cambio."
