"id";"word";"answer"
"1";"Title: A Morning Shift At The Local Museum";"Un Turno Matutino En El Museo Local"
"2";"I walk slowly through the quiet lobby.";"Camino lento por el vestíbulo tranquilo."
"3";"A nearby guide waves as I pass.";"Un guía cercano saluda cuando paso."
"4";"A distant bell rings from the archive.";"Una campana lejana suena desde el archivo."
"5";"I arrive late after missing my bus.";"Llego tarde después de perder mi camión."
"6";"The early visitors wait patiently outside.";"Los visitantes tempranos esperan pacientemente afuera."
"7";"A freshly painted sign dries near reception.";"Un letrero recién pintado se seca cerca de recepción."
"8";"The current exhibit shows rare photographs.";"La exhibición actual muestra fotografías raras."
"9";"The previous curator left detailed notes.";"El curador anterior dejó notas detalladas."
"10";"We are going to prepare the next display.";"Vamos a preparar la próxima exhibición."
"11";"A recent delivery brings fragile artifacts today.";"Una entrega reciente trae artefactos frágiles hoy."
"12";"The ancient vase rests safely in storage.";"El jarrón antiguo descansa seguro en la bodega."
"13";"The public tour begins in ten minutes.";"El recorrido público empieza en diez minutos."
"14";"The private collection stays locked upstairs.";"La colección privada permanece cerrada arriba."
"15";"I organize my personal checklist for setup.";"Organizo mi lista personal para la preparación."
"16";"The general layout still needs small changes.";"El diseño general aún necesita pequeños cambios."
"17";"We are going to update the local map.";"Vamos a actualizar el mapa local."
"18";"The national exhibit opens later this month.";"La exhibición nacional abre más tarde este mes."
"19";"The international team arrives tomorrow morning.";"El equipo internacional llega mañana por la mañana."
"20";"They are going to host a social event.";"Van a organizar un evento social."
"21";"I am going to avoid any political topics.";"Voy a evitar cualquier tema político."
