"id";"word";"answer"
"1";"A young artist named Diego buys art supplies.";"Un artista joven llamado Diego compra suministros."
"2";"He answers every question from his students.";"Él contesta cada pregunta de sus estudiantes."
"3";"Does Diego rest during the afternoon hours?";"¿Diego descansa durante las horas de la tarde?"
"4";"No, he rests only after teaching is finished.";"No, descansa solo después de terminar enseñar."
"5";"Students draw their dreams in his studio.";"Los estudiantes dibujan sus sueños en su estudio."
"6";"The class begins every morning at nine o'clock.";"La clase comienza cada mañana a las nueve."
"7";"They enter through the back door quietly.";"Entran por la puerta de atrás silenciosamente."
"8";"Diego sends his paintings to galleries worldwide.";"Diego envía sus cuadros a galerías mundialmente."
"9";"Young artists listen to his stories of struggle.";"Los artistas jóvenes escuchan sus historias de lucha."
"10";"We wait for him to share his greatest secret.";"Esperamos que comparta su secreto más grande."
"11";"What secret does the master artist hope to tell?";"¿Qué secreto espera contar el maestro artista?"
"12";"He studies human emotion through every brushstroke.";"Estudia la emoción humana a través de cada trazo."
"13";"I buy materials only from trusted suppliers.";"Compro materiales solo de proveedores de confianza."
"14";"You answer with honesty and clear wisdom.";"Tú contestas con honestidad y sabiduría clara."
"15";"She rests between classes to maintain energy.";"Ella descansa entre clases para mantener energía."
"16";"We draw inspiration from nature every single day.";"Sacamos inspiración de la naturaleza cada día."
"17";"They begin their artistic journey with Diego's help.";"Comienzan su viaje artístico con la ayuda."
"18";"He enters the exhibition hall with quiet pride.";"Entra a la sala de exposición con orgullo."
"19";"Does he send his work to international competitions?";"¿Él envía su trabajo a competencias internacionales?"
"20";"Yes, he sends paintings and wins many awards.";"Sí, envía cuadros y gana muchos premios."
"21";"Students listen carefully to every single word.";"Los estudiantes escuchan cuidadosamente cada palabra."
"22";"We wait eagerly for his latest creation.";"Esperamos ansiosamente su creación más reciente."
"23";"Diego studies the masters from centuries past.";"Diego estudia los maestros de siglos pasados."
"24";"He buys only the finest quality paints.";"Compra solo pinturas de la mejor calidad."
"25";"Young artists answer his challenging questions bravely.";"Los artistas jóvenes contestan sus preguntas valientemente."
"26";"They rest in the garden during sunny afternoons.";"Descansan en el jardín durante tardes soleadas."
"27";"He draws with passion every single moment.";"Dibuja con pasión cada momento solamente."
"28";"The gallery begins displaying his life's work.";"La galería comienza exhibir la obra de su vida."
"29";"Students enter feeling nervous but leave confident.";"Los estudiantes entran nerviosos pero salen seguros."
"30";"Diego's legacy sends inspiration to future artists.";"El legado de Diego envía inspiración a artistas."
