"id","word","answer"
"1","currently","actualmente"
"2","he affirmed / she affirmed [past]","afirmó"
"3","soul","alma"
"4","both [F]","ambas"
"5","animals","animales"
"6","previous [pl]","anteriores"
"7","those [F]","aquellas"
"8","up","arriba"
"9","white [F]","blanca"
"10","to look for / to search for","buscar"
"11","streets","calles"
"12","houses","casas"
"13","sky / heaven","cielo"
"14","club","club"
"15","condition","condición"
"16","known / acquaintance [M]","conocido"
"17","to get / to achieve","conseguir"
"18","constitution","constitución"
"19","contact","contacto"
"20","to create","crear"
"21","he believes / she believes","cree"
"22","cross","cruz"
"23","course / class","curso"
"24","he gave / used to give [past]","daba"
"25","they give","dan"
"26","apartment / department","departamento"
"27","fate / destiny","destino"
"28","behind","detrás"
"29","I say","digo"
"30","I said [past]","dije"
"31","distance","distancia"
"32","diverse [F]","diversas"
"33","double","doble"
"34","exercise / workout","ejercicio"
"35","job / work / employment","empleo"
"36","around","en torno a"
"37","written","escrito"
"38","spirit","espíritu"
"39","style","estilo"
"40","evolution","evolución"
"41","he explained / she explained [past]","explicó"
"42","factors","factores"
"43","flowers","flores"
"44","French [M]","francés"
"45","source / fountain","fuente"
"46","general [pl]","generales"
"47","they did [past]","hicieron"
"48","hospital","hospital"
"49","gone [past participle]","ido"
"50","impossible","imposible"
"51","images / pictures","imágenes"
"52","institute","instituto"
"53","never","jamás"
"54","long [F]","larga"
"55","tongue / language","lengua"
"56","language","lenguaje"
"57","list / ready [F]","lista"
"58","leader","líder"
"59","March","marzo"
"60","same [F, pl]","mismas"
"61","reason / motif","motivo"
"62","maximum","máximo"
"63","national [pl] / nationals","nacionales"
"64","nation","nación"
"65","levels","niveles"
"66","novel","novela"
"67","November","noviembre"
"68","to obtain / to get","obtener"
"69","it happens","ocurre"
"70","opportunity","oportunidad"
"71","organism","organismo"
"72","patient","paciente"
"73","couple / pair / two","par"
"74","worse / worst","peor"
"75","lost [M]","perdido"
"76","skin","piel"
"77","been able to [past participle]","podido"
"78","prize","premio"
"79","processes","procesos"
"80","own / of one’s own [M, pl]","propios"
"81","projects","proyectos"
"82","really","realmente"
"83","network / net","red"
"84","responsibility","responsabilidad"
"85","pink / rose","rosa"
"86","face","rostro"
"87","selection","selección"
"88","September","septiembre"
"89","it means","significa"
"90","next / following [pl]","siguientes"
"91","simple","simple"
"92","we are","somos"
"93","sufficient / enough","suficiente"
"94","theory","teoría"
"95","third [M]","tercer"
"96","third [F]","tercera"
"97","land / terrain","terreno"
"98","you (after preposition)","ti"
"99","works / jobs","trabajos"
"100","terms","términos"
"101","he returns / she returns / you return [imp]","vuelve"
