"id","word","answer"
"102","to analyze {-ar}","analizar"
"103","to walk, function {-ar}","andar"
"104","to cheer up {-ar}","animar"
"105","to annotate, jot, note {-ar}","anotar"
"106","to anticipate, advance {-ar}","anticipar"
"107","to annul, cancel {-ar}","anular"
"108","to announce, advertise {-ar}","anunciar"
"109","to turn off, extinguish {-ar}","apagar"
"110","to move away, separate {-ar}","apartar"
"111","to inspire, be passionate about {-ar}","apasionar"
"112","to call upon, appeal to {-ar}","apelar"
"113","to flatten, crush, smash {-ar}","aplastar"
"114","to clap, applaud {-ir}","aplaudir"
"115","to apply {-ar}","aplicar"
"116","to take power {-ar}","apoderar"
"117","to provide, contribute {-ar}","aportar"
"118","to support, lean on {-ar}","apoyar"
"119","to appreciate {-ar}","apreciar"
"120","to hurry up, speed up {-ar}","apresurar"
"121","to take advantage of {-ar}","aprovechar"
"122","to come near, closer {-ar}","aproximar"
"123","to point, note, aim {-ar}","apuntar"
"124","to speed up, hurry up {-ar}","apurar"
"125","to burn, glow {-er}","arder"
"126","to argue, deduce {-ar}","argumentar"
"127","to arm, put together {-ar}","armar"
"128","to start [machine], uproot {-ar}","arrancar"
"129","to drag, pull {-ar}","arrastrar"
"130","to snatch, grab {-ar}","arrebatar"
"131","to fix, arrange {-ar}","arreglar"
"132","to risk, venture {-ar}","arriesgar"
"133","to kneel {-ar}","arrodillar"
"134","to throw, fling {-ar}","arrojar"
"135","to wrinkle, crumple {-ar}","arrugar"
"136","to ruin, destroy {-ar}","arruinar"
"137","to assault {-ar}","asaltar"
"138","to assure, secure, insure {-ar}","asegurar"
"139","to settle, establish, locate {-ar}","asentar"
"140","to murder, assassinate {-ar}","asesinar"
"141","to assign, allocate {-ar}","asignar"
"142","to assimilate {-ar}","asimilar"
"143","to associate with {-ar}","asociar"
"144","to appear, show, stick out {-ar}","asomar"
"145","to amaze, astound {-ar}","asombrar"
"146","to aspire, want {-ar}","aspirar"
"147","to assume, take on {-ir}","asumir"
"148","to frighten, scare {-ar}","asustar"
"149","to attack {-ar}","atacar"
"150","to serve, attend to {-er}","atender"
"151","to attack, attempt, threaten {-ar}","atentar"
"152","to torture, torment {-ar}","atormentar"
"153","to trap, catch {-ar}","atrapar"
"154","to increase {-ar}","aumentar"
"155","to authorize, legalize {-ar}","autorizar"
"156","to advance, progress {-ar}","avanzar"
"157","to investigate, find out {-ar}","averiguar"
"158","to inform, announce {-ar}","avisar"
"159","to help {-ar}","ayudar"
"160","to add {-ir}","añadir"
"161","sweep, clean out {-er}","barrer"
"162","to base on, base upon {-ar}","basar"
"163","to be sufficient {-ar}","bastar"
"164","to beat (an object) {-ir}","batir"
"165","to baptize, christen {-ar}","bautizar"
"166","to benefit {-ar}","beneficiar"
"167","to kiss {-ar}","besar"
"168","to block, obstruct {-ar}","bloquear"
"169","to embroider {-ar}","bordar"
"170","to erase {-ar}","borrar"
"171","to shine, twinkle, be outstanding {-ar}","brillar"
"172","to offer {-ar}","brindar"
"173","to sprout {-ar}","brotar"
"174","to mock {-ar}","burlar"
"175","to dirty, crap {-ar}","cagar"
"176","to calculate, figure out {-ar}","calcular"
"177","to be/make quiet {-ar}","callar"
"178","to calm, soothe, relieve {-ar}","calmar"
"179","to wear [shoes] {-ar}","calzar"
"180","to walk {-ar}","caminar"
"181","to cancel {-ar}","cancelar"
"182","to tire, annoy {-ar}","cansar"
"183","to sing {-ar}","cantar"
"184","to qualify, prepare {-ar}","capacitar"
"185","to capture, attract {-ar}","captar"
"186","to capture {-ar}","capturar"
"187","to characterize, portray {-ar}","caracterizar"
"188","to load, carry {-ar}","cargar"
"189","to marry {-ar}","casar"
"190","to punish {-ar}","castigar"
"191","to cause, bring about {-ar}","causar"
"192","to hunt {-ar}","cazar"
"193","to give way, yield {-er}","ceder"
"194","to celebrate {-ar}","celebrar"
"195","to dine {-ar}","cenar"
"196","to center, focus, base on {-ar}","centrar"
"197","to chat, talk {-ar}","charlar"
"198","to crash into, collide with {-ar}","chocar"
"199","to suck {-ar}","chupar"
"200","to circulate, go around, flow {-ar}","circular"
"201","to cite, quote {-ar}","citar"
