"id";"word";"answer"
"1";"Title: The Evening Debate Club Chaos";"El Caos del Club de Debate Vespertino"
"2";"A serious moderator reviews the discussion rules.";"Un moderador serio revisa las reglas del debate."
"3";"A scared participant hesitates before speaking.";"Un participante asustado duda antes de hablar."
"4";"A creative student proposes an unusual argument.";"Un estudiante creativo propone un argumento inusual."
"5";"A logical teammate organizes the main points.";"Un compañero lógico organiza los puntos principales."
"6";"A funny comment breaks the rising tension.";"Un comentario gracioso rompe la tensión creciente."
"7";"We are going to reassure the insecure members.";"Vamos a tranquilizar a los miembros inseguros."
"8";"An outgoing speaker gestures confidently on stage.";"Un orador extrovertido gesticula con confianza en el escenario."
"9";"An introverted writer takes careful notes quietly.";"Un escritor introvertido toma notas cuidadosamente."
"10";"A curious listener asks a surprising question.";"Un oyente curioso hace una pregunta sorprendente."
"11";"An impractical idea derails the conversation briefly.";"Una idea impráctica descarrila la conversación brevemente."
"12";"We are going to guide the fearful debater.";"Vamos a guiar al debatiente temeroso."
"13";"A boring explanation drags on without direction.";"Una explicación tediosa se alarga sin dirección."
"14";"An interesting counterpoint shifts the entire mood.";"Un contrapunto interesante cambia todo el ambiente."
"15";"A confident leader redirects the heated exchange.";"Un líder seguro redirige el intercambio acalorado."
"16";"An unsociable member mutters from the corner.";"Un miembro huraño murmura desde la esquina."
"17";"We are going to support the shy participant.";"Vamos a apoyar al participante tímido."
"18";"An entertaining example lightens the heavy topic.";"Un ejemplo entretenido aligera el tema pesado."
"19";"A practical suggestion resolves the main conflict.";"Una sugerencia práctica resuelve el conflicto principal."
"20";"An imaginative twist surprises the entire room.";"Un giro imaginativo sorprende a todo el cuarto."
"21";"I am going to applaud the brave closing speech.";"Voy a aplaudir el discurso final valiente."
