"id","word","answer"
"1","english","spanish"
"2","I am a Mexican student. {completely irregular}","(yo) Soy un estudiante mexicano."
"3","You are very intelligent today. [sing, inf] {completely irregular}","(tú) Eres muy inteligente hoy."
"4","You are the teacher here. [sing, formal] {completely irregular}","(usted) Es la profesora aquí."
"5","He is my best friend. {completely irregular}","(él) Es mi mejor amigo."
"6","She is a good doctor. {completely irregular}","(ella) Es una buena doctora."
"7","We are students from Mexico. {completely irregular}","(nosotros) Somos estudiantes de México."
"8","You all are my friends. [pl] {completely irregular}","(ustedes) Son mis amigos."
"9","I am happy in the house. {completely irregular}","(yo) Estoy feliz en la casa."
"10","You are tired after school. [sing, inf] {completely irregular}","(tú) Estás cansado después de la escuela."
"11","You are sick today. [sing, formal] {completely irregular}","(usted) Está enfermo hoy."
"12","He is in the kitchen now. {completely irregular}","(él) Está en la cocina ahora."
"13","She is at the park. {completely irregular}","(ella) Está en el parque."
"14","We are ready for class. {completely irregular}","(nosotros) Estamos listos para la clase."
"15","You all are in the car. [pl] {completely irregular}","(ustedes) Están en el coche."
"16","I have finished my homework. {completely irregular}","(yo) He terminado mi tarea."
"17","You have arrived home. [sing, inf] {completely irregular}","(tú) Has llegado a casa."
"18","You have eaten lunch. [sing, formal] {completely irregular}","(usted) Ha comido el almuerzo."
"19","He has done the work. {completely irregular}","(él) Ha hecho el trabajo."
"20","She has gone to school. {completely irregular}","(ella) Ha ido a la escuela."
"21","We have played in the park. {completely irregular}","(nosotros) Hemos jugado en el parque."
"22","You all have studied Spanish. [pl] {completely irregular}","(ustedes) Han estudiado español."
"23","I go to school every day. {completely irregular}","(yo) Voy a la escuela cada día."
"24","You go to the market. [sing, inf] {completely irregular}","(tú) Vas al mercado."
"25","You go to the doctor. [sing, formal] {completely irregular}","(usted) Va al doctor."
"26","He goes to the park now. {completely irregular}","(él) Va al parque ahora."
"27","She goes to church. {completely irregular}","(ella) Va a la iglesia."
"28","We go to the beach. {completely irregular}","(nosotros) Vamos a la playa."
"29","You all go home. [pl] {completely irregular}","(ustedes) Van a casa."
"30","I make breakfast every morning. {yo form irregular}","(yo) Hago el desayuno cada mañana."
"31","You do your homework. [sing, inf] {yo form irregular}","(tú) Haces tu tarea."
"32","She makes a good cake. {yo form irregular}","(ella) Hace un buen pastel."
"33","I give my friend a book. {yo form irregular}","(yo) Doy a mi amigo un libro."
"34","You give me water. [sing, inf] {yo form irregular}","(tú) Das me agua."
"35","He gives the teacher an apple. {yo form irregular}","(él) Da a la profesora una manzana."
"36","I know how to swim. {yo form irregular}","(yo) Sé nadar."
"37","You know the answer. [sing, inf] {yo form irregular}","(tú) Sabes la respuesta."
"38","We know the city well. {yo form irregular}","(nosotros) Sabemos la ciudad bien."
"39","I bring my lunch to school. {yo form irregular}","(yo) Traigo mi almuerzo a la escuela."
"40","You bring your books. [sing, inf] {yo form irregular}","(tú) Traes tus libros."
"41","She brings her friend. {yo form irregular}","(ella) Trae a su amiga."
"42","I leave the house early. {yo form irregular}","(yo) Salgo de la casa temprano."
"43","You leave at seven. [sing, inf] {yo form irregular}","(tú) Sales a las siete."
"44","He leaves for work. {yo form irregular}","(él) Sale para el trabajo."
"45","I put the food on the table. {yo form irregular}","(yo) Pongo la comida en la mesa."
"46","You put your books here. [sing, inf] {yo form irregular}","(tú) Pones tus libros aquí."
"47","They put their things away. {yo form irregular}","(ellos) Ponen sus cosas."
"48","I know the teacher very well. {yo form -zc- insertion}","(yo) Conozco a la profesora bien."
"49","You know my best friend. [sing, inf] {yo form -zc- insertion}","(tú) Conoces a mi mejor amigo."
"50","We know the city. {yo form -zc- insertion}","(nosotros) Conocemos la ciudad."
"51","I hear the music. {yo form + y-insertion}","(yo) Oigo la música."
"52","You hear the bird. [sing, inf] {yo form + y-insertion}","(tú) Oyes el pájaro."
"53","They hear the noise. {yo form + y-insertion}","(ellos) Oyen el ruido."
"54","I fall down on the ground. {yo form irregular}","(yo) Caigo al suelo."
"55","You fall from the tree. [sing, inf] {yo form irregular}","(tú) Caes del árbol."
"56","We fall down easily. {yo form irregular}","(nosotros) Caemos fácilmente."
