"id";"word";"answer"
"1";"Title: The Midnight Snack Gone Wrong";"El Antojo de Medianoche Salió Mal"
"2";"A solid jar refuses to twist open.";"Un frasco sólido se niega a abrirse."
"3";"A fragile cup wobbles on the counter.";"Una taza frágil tambalea sobre el mostrador."
"4";"A firm tap loosens the stubborn lid.";"Un golpecito firme afloja la tapa terca."
"5";"A flexible straw bends inside the glass.";"Un popote flexible se dobla dentro del vaso."
"6";"A rigid tray blocks the refrigerator door.";"Una charola rígida bloquea la puerta del refri."
"7";"A wet bottle slips from my hand.";"Una botella mojada se resbala de mi mano."
"8";"A dry towel catches it just in time.";"Una toalla seca la atrapa justo a tiempo."
"9";"A humid smell rises from leftovers.";"Un olor húmedo sube de las sobras."
"10";"A frozen pizza sits on the top shelf.";"Una pizza helada está en la repisa superior."
"11";"A burnt edge darkens the crust badly.";"Un borde quemado oscurece la corteza gravemente."
"12";"A raw pepper rolls across the floor.";"Un pimiento crudo rueda por el piso."
"13";"A cooked noodle sticks to the container.";"Un fideo cocido se pega al recipiente."
"14";"A ripe peach softens near the window.";"Un durazno maduro se suaviza cerca de la ventana."
"15";"An unripe pear stays hard and cold.";"Una pera verde permanece dura y fría."
"16";"A fresh scent escapes the open drawer.";"Un aroma fresco escapa del cajón abierto."
"17";"A rotten smell warns me to stop.";"Un olor podrido me advierte que pare."
"18";"A juicy drop stains the clean tile.";"Una gota jugosa mancha el azulejo limpio."
"19";"A tender bite melts in my mouth.";"Un bocado tierno se derrite en mi boca."
"20";"A crispy chip breaks between my teeth.";"Una papa crujiente se rompe entre mis dientes."
"21";"I am going to avoid the salty leftovers.";"Voy a evitar las sobras saladas."
