"id","word","answer"
"1","forward","adelante"
"2","next to","al lado de"
"3","there","allá"
"4","here","aquí"
"5","avenue","avenida"
"6","bank","banco"
"7","sidewalk","banqueta"
"8","neighborhood","barrio"
"9","library","biblioteca"
"10","street","calle"
"11","walk","camine"
"12","Walk forward and cross the street.","Camine adelante y cruce la calle."
"13","Walk along the sidewalk two blocks.","Camine por la banqueta dos cuadras."
"14","highway","carretera"
"15","shopping mall","centro comercial"
"16","near","cerca"
"17","near/close [to]","cerca [de]"
"18","cross","cruce"
"19","Cross the bridge and go straight.","Cruce el puente y vaya todo derecho."
"20","crosswalk","cruce peatonal"
"21","block","cuadra"
"22","You are welcome.","De nada."
"23","right","derecha"
"24","straight","derecho"
"25","after","después de"
"26","behind","detrás de"
"27","address","dirección"
"28","excuse me","disculpe"
"29","Excuse me, can you repeat that?","Disculpe, ¿me puede repetir eso?"
"30","Turn right after the traffic light.","Doble (Gire) a la derecha después del semáforo."
"31","Turn right at the traffic light near the hospital.","Doble (Gire) a la derecha en el semáforo cerca del hospital."
"32","Turn left at the avenue.","Doble (Gire) a la izquierda en la avenida."
"33","Turn left at the corner please.","Doble (Gire) a la izquierda en la esquina, por favor."
"34","turn","doble (or gire)"
"35","building","edificio"
"36","The hospital is near the park.","El hospital está cerca del parque."
"37","The place is next to the church.","El lugar está al lado de la iglesia."
"38","The restaurant is on the corner of the plaza.","El restaurante está en la esquina de la plaza."
"39","in front of","enfrente de"
"40","school","escuela"
"41","corner","esquina"
"42","station","estación"
"43","east","este"
"44","I am looking for ___","Estoy buscando ___."
"45","It is in front of the school.","Está enfrente de la escuela."
"46","roundabout","glorieta"
"47","hospital","hospital"
"48","hotel","hotel"
"49","church","iglesia"
"50","intersection","intersección"
"51","left","izquierda"
"52","The station is next to the bridge.","La estación está al lado del puente."
"53","The church is behind the market.","La iglesia está detrás del mercado."
"54","The store is around the corner.","La tienda está a la vuelta de la esquina."
"55","far","lejos"
"56","far [from]","lejos [de]"
"57","market","mercado"
"58","Thank you very much.","Muchas gracias."
"59","museum","museo"
"60","It is not far, only one block.","No está lejos, solo una cuadra."
"61","north","norte"
"62","west","oeste"
"63","park","parque"
"64","plaza","plaza"
"65","bridge","puente"
"66","restaurant","restaurante"
"67","traffic light","semáforo"
"68","Continue straight ahead.","Siga todo derecho."
"69","supermarket","supermercado"
"70","south","sur"
"71","straight ahead","todo derecho"
"72","Take the next street on the left.","Tome la siguiente calle a la izquierda."
"73","Go north on this avenue.","Vaya al norte por esta avenida."
"74","Go behind the building.","Vaya detrás del edificio."
"75","Go straight two blocks.","Vaya todo derecho dos cuadras."
"76","How long will it take to walk there?","¿Cuánto tiempo tarda en caminar hasta allá?"
"77","How do I get to ___","¿Cómo llego a ___?"
"78","Where is ___","¿Dónde está ___?"
"79","Is this the way to ___","¿Es por aquí para ir a ___?"
"80","Is it far?","¿Está lejos?"
"81","Can you tell me where ___ is","¿Me puede decir dónde está ___?"
"82","How far is ___","¿Qué tan lejos está ___?"
"83","How far","¿Qué tan lejos?"
