"Title: The Neighborhood Block Party";"La Fiesta del Vecindario"
"A warm-emotionally host welcomes everyone happily.";"Un anfitrión cálido recibe a todos felizmente."
"A hostile neighbor complains about the music.";"Un vecino hostil se queja de la música."
"A romantic couple dances near the fountain.";"Una pareja romántica baila cerca de la fuente."
"A cowardly teen hides behind the snack table.";"Un adolescente cobarde se esconde tras la mesa de botanas."
"A peaceful breeze cools the crowded street.";"Una brisa pacífica refresca la calle concurrida."
"We are going to calm the emotional guests.";"Vamos a calmar a los invitados emocionales."
"A jealous glare flashes across the yard.";"Una mirada celosa brilla por el patio."
"A positive cheer rises from the children.";"Un grito positivo surge de los niños."
"A violent shove disrupts the dancing circle.";"Un empujón violento interrumpe el círculo de baile."
"An affectionate hug reunites two old friends.";"Un abrazo cariñoso reúne a dos viejos amigos."
"We are going to redirect the aggressive visitor.";"Vamos a redirigir al visitante agresivo."
"A neutral judge announces the pie winner.";"Un juez neutral anuncia al ganador del pay."
"A loving gesture softens the awkward tension.";"Un gesto amoroso suaviza la tensión incómoda."
"An envious neighbor eyes the decorated table.";"Un vecino envidioso observa la mesa decorada."
"A passionate singer starts an improvised song.";"Un cantante apasionado inicia una canción improvisada."
"We are going to support the pessimistic newcomer.";"Vamos a apoyar al recién llegado pesimista."
"A cold-emotionally guest stands apart from everyone.";"Un invitado frío se mantiene apartado de todos."
"A friendly volunteer offers him warm company.";"Un voluntario amistoso le ofrece compañía cálida."
"A negative comment fades under the lively music.";"Un comentario negativo se desvanece bajo la música animada."
"I am going to keep the atmosphere positive.";"Voy a mantener el ambiente positivo."
