"Title: The School Talent Show";"El Show de Talentos de la Escuela"
"A shy student waits behind the curtain.";"Un estudiante tímido espera detrás de la cortina."
"A confident dancer practices her final spin.";"Una bailarina segura practica su giro final."
"A fearful singer trembles near the microphone.";"Un cantante temeroso tiembla cerca del micrófono."
"An outgoing host greets the excited crowd.";"Un presentador extrovertido saluda a la multitud emocionada."
"A boring speech drags on too long.";"Un discurso tedioso se alarga demasiado."
"We are going to encourage the insecure performers.";"Vamos a animar a los artistas inseguros."
"A curious kid peeks at the backstage props.";"Un niño curioso mira los accesorios tras bambalinas."
"An imaginative artist paints quick colorful signs.";"Un artista imaginativo pinta letreros coloridos rápidamente."
"A serious judge observes every small detail.";"Un juez serio observa cada pequeño detalle."
"A funny magician drops his deck accidentally.";"Un mago gracioso deja caer su baraja accidentalmente."
"We are going to calm the scared newcomer.";"Vamos a calmar al recién llegado asustado."
"An introverted poet whispers her opening line.";"Una poeta introvertida susurra su línea inicial."
"A social group cheers loudly from the front.";"Un grupo sociable anima fuerte desde adelante."
"An unsociable teen sits alone near the aisle.";"Un adolescente huraño se sienta solo cerca del pasillo."
"An entertaining juggler tosses bright scarves upward.";"Un malabarista entretenido lanza pañuelos brillantes al aire."
"We are going to support the practical team.";"Vamos a apoyar al equipo práctico."
"An impractical prop collapses during rehearsal.";"Un accesorio impráctico colapsa durante el ensayo."
"A logical coach reorganizes the running order.";"Un entrenador lógico reorganiza el orden de presentación."
"An interesting melody rises from the piano.";"Una melodía interesante surge del piano."
"I am going to applaud every brave performance.";"Voy a aplaudir cada presentación valiente."
