"id";"word";"answer"
"1";"Title: The Science Morning";"La Mañana de Ciencia"
"2";"We absorb new information in the science lab.";"Absorbemos información nueva en el laboratorio de ciencias."
"3";"I learn something different every day.";"Aprendo algo diferente cada día."
"4";"They sweep the floor after an experiment.";"Ellos barren el piso después de un experimento."
"5";"You drink water because the room is warm.";"Bebes agua porque el salón está calientito."
"6";"She eats a small snack during the break.";"Ella come un bocadillo pequeño durante el descanso."
"7";"He commits a small mistake but fixes it fast.";"Él comete un error pequeño pero lo arregla rápido."
"8";"I understand the instructions clearly.";"Comprendo las instrucciones claramente."
"9";"Students run to see the results on the board.";"Los estudiantes corren para ver los resultados en el pizarrón."
"10";"The numbers correspond to each group.";"Los números corresponden a cada grupo."
"11";"Tomorrow we are going to believe in our project even more.";"Mañana vamos a creer aún más en nuestro proyecto."
