"Title: The Apartment Cleanup Before Guests Arrive";"La Limpieza del Departamento Antes de que Lleguen Invitados"
"A strong smell of coffee fills the air.";"Un olor robusto a café llena el aire."
"A thin curtain sways with the breeze.";"Una cortina delgada se mueve con la brisa."
"A fat cushion sinks under my weight.";"Un cojín gordo se hunde bajo mi peso."
"A skinny lamp flickers near the sofa.";"Una lámpara flaca parpadea cerca del sofá."
"A fit roommate carries the heavy boxes.";"Un compañero en forma carga las cajas pesadas."
"A tall plant blocks the hallway entrance.";"Una planta alta bloquea la entrada del pasillo."
"A short stool wobbles on the tiles.";"Un banco bajo tambalea sobre los azulejos."
"A handsome guest arrives earlier than expected.";"Un invitado guapo llega antes de lo esperado."
"A pretty candle brightens the small table.";"Una vela linda ilumina la mesa pequeña."
"An ugly stain appears on the cushion.";"Una mancha fea aparece en el cojín."
"A beautiful breeze cools the warm room.";"Una brisa hermosa refresca el cuarto cálido."
"A cute kitten hides behind the curtains.";"Un gatito bonito se esconde detrás de las cortinas."
"An attractive frame hangs above the sofa.";"Un marco atractivo cuelga encima del sofá."
"An unattractive box sits in the corner.";"Una caja poco atractiva está en la esquina."
"A clean‑cut neighbor offers quick help.";"Un vecino aseado ofrece ayuda rápida."
"A messy pile of clothes blocks the door.";"Una pila desordenada de ropa bloquea la puerta."
"An organized shelf displays the new plants.";"Un estante organizado muestra las plantas nuevas."
"A disorganized drawer hides important papers.";"Un cajón desorganizado esconde papeles importantes."
"A neat row of shoes lines the entry.";"Una fila ordenada de zapatos cubre la entrada."
"I am going to scrub the dirty floor.";"Voy a tallar el piso sucio."
