"id";"word";"answer"
"1";"Title: The Weekend Trip";"El Viaje del Fin de Semana"
"2";"They return to the bus station early.";"Ellos regresan a la estación de autobuses temprano."
"3";"We revisit a town we love.";"Volvemos a visitar un pueblo que nos encanta."
"4";"I finish packing my backpack.";"Termino de empacar mi mochila."
"5";"You play soft music while we wait.";"Tocas música suave mientras esperamos."
"6";"She drinks a hot coffee before leaving.";"Ella toma un café caliente antes de salir."
"7";"The drivers work all morning.";"Los choferes trabajan toda la mañana."
"8";"We use a simple map to plan the day.";"Usamos un mapa sencillo para planear el día."
"9";"Tourists visit the plaza first.";"Los turistas visitan la plaza primero."
"10";"Only one seat remains open on the bus.";"Solo queda un asiento libre en el autobús."
"11";"Later we are going to travel to the next town.";"Más tarde vamos a viajar al siguiente pueblo."
