"id","word","answer"
"1","to abandon, to leave","abandonar"
"2","to encompass, comprise","abarcar"
"3","to board, get in/on","abordar"
"4","to hug, embrace","abrazar"
"5","to open","abrir"
"6","to absorb, soak up","absorber"
"7","to be plentiful","abundar"
"8","to bore, tire","aburrir"
"9","to abuse","abusar"
"10","finish","acabar"
"11","to stroke, fondle, caress","acariciar"
"12","to consent, agree, accede","acceder"
"13","to accelerate","acelerar"
"14","to accent, stress {irregular: accent}","acentuar"
"15","to accept","aceptar"
"16","to come near","acercar"
"17","to get right {irregular: stem:ie}","acertar"
"18","to clarify, clear up","aclarar"
"19","to welcome, accept","acoger"
"20","to be/make comfortable","acomodar"
"21","to accompany","acompañar"
"22","to advise, counsel","aconsejar"
"23","to happen, come about","acontecer"
"24","to remember, remind {irregular: stem:ue}","acordar"
"25","to put/go to bed {irregular: stem:ue}","acostar"
"26","to be accustomed to","acostumbrar"
"27","to activate, stimulate","activar"
"28","to update","actualizar"
"29","to act {irregular: accent}","actuar"
"30","to attend, go to, frequent","acudir"
"31","to accumulate, amass","acumular"
"32","to accuse","acusar"
"33","to adapt","adaptar"
"34","to move forward","adelantar"
"35","to adhere, attach {irregular: stem:ie}","adherir"
"36","to guess, solve","adivinar"
"37","to administer, manage","administrar"
"38","to admire","admirar"
"39","to admit","admitir"
"40","to adopt","adoptar"
"41","to worship, adore","adorar"
"42","to adorn, to decorate","adornar"
"43","to acquire, get {irregular: stem:ie}","adquirir"
"44","to notice, warn {irregular: stem:ie}","advertir"
"45","to affect","afectar"
"46","to grasp, clutch","aferrar"
"47","to sharpen","afilar"
"48","to assert, affirm","afirmar"
"49","to loosen","aflojar"
"50","to face, confront","afrontar"
"51","to duck, bend down","agachar"
"52","to grasp, catch","agarrar"
"53","to shake, move","agitar"
"54","to exhaust, wear out, run out","agotar"
"55","to please","agradar"
"56","to thank for","agradecer"
"57","to aggravate","agravar"
"58","to add, gather","agregar"
"59","to [put in] group","agrupar"
"60","to endure, put up with","aguantar"
"61","to wait for, await","aguardar"
"62","to drown, choke, flood","ahogar"
"63","to save (money, time)","ahorrar"
"64","to isolate, insulate","aislar"
"65","to adjust, tighten","ajustar"
"66","to alarm","alarmar"
"67","to lodge, harbor","albergar"
"68","to reach, catch up with","alcanzar"
"69","to plead, argue","alegar"
"70","to be/make happy","alegrar"
"71","to move away","alejar"
"72","to encourage","alentar"
"73","to alert, warn","alertar"
"74","to feed, support","alimentar"
