"id";"word";"answer"
"1";"Title: The Family Weekend";"El Fin de Semana Familiar"
"2";"We win a free dessert at our favorite restaurant.";"Ganamos un postre gratis en nuestro restaurante favorito."
"3";"My parents talk with the waiter about the menu.";"Mis papás hablan con el mesero sobre el menú."
"4";"I try a new drink with fresh fruit.";"Intento una bebida nueva con fruta fresca."
"5";"They invite the grandparents to join us.";"Invitan a los abuelos a acompañarnos."
"6";"The kids wash their hands before eating.";"Los niños se lavan las manos antes de comer."
"7";"The cooks clean the counter between orders.";"Los cocineros limpian la barra entre pedidos."
"8";"My aunt calls to say she is close.";"Mi tía llama para decir que ya está cerca."
"9";"She arrives with a big smile.";"Ella llega con una sonrisa grande."
"10";"We carry leftovers home for later.";"Llevamos comida sobrante a casa para más tarde."
"11";"Tomorrow we are going to send photos to the whole family.";"Mañana vamos a mandar fotos a toda la familia."
