"id";"word";"answer"
"1";"Title: The Busy Morning";"La Mañana Ocupada"
"2";"You owe your friend a favor.";"Debes un favor a tu amigo."
"3";"I depend on my notes to stay organized.";"Dependo de mis apuntes para mantenerme organizado."
"4";"They hide the keys under a plant.";"Ellos esconden las llaves debajo de una planta."
"5";"She exceeds her usual speed when she walks.";"Ella excede su velocidad normal cuando camina."
"6";"We read the schedule on the wall.";"Leemos el horario en la pared."
"7";"He puts the documents in a folder.";"Él mete los documentos en una carpeta."
"8";"I hope I don’t offend anyone with my comment.";"Espero no ofender a nadie con mi comentario."
"9";"The office possesses new computers.";"La oficina posee computadoras nuevas."
"10";"They turn on the lights at exactly eight.";"Ellos prenden las luces exactamente a las ocho."
"11";"Later we are going to promise to arrive earlier.";"Más tarde vamos a prometer llegar más temprano."
