"id";"word";"answer"
"1";"messy";"desaliñado"
"2";"chaotic";"caótico"
"3";"disciplined";"disciplinado"
"4";"undisciplined";"indisciplinado"
"5";"obedient";"obediente"
"6";"disobedient";"desobediente"
"7";"loyal";"leal"
"8";"disloyal";"desleal"
"9";"faithful";"fiel"
"10";"unfaithful";"infiel"
"11";"trustworthy";"confiable"
"12";"untrustworthy";"desconfiable"
"13";"brilliant";"brillante"
"14";"dull (mind)";"torpe"
"15";"sharp (mind)";"agudo"
"16";"forgetful";"olvidadizo"
"17";"absent-minded";"distraído"
"18";"attentive";"atento"
"19";"observant";"observador"
"20";"careless";"negligente"
"21";"meticulous";"minucioso"
"22";"thorough";"exhaustivo"
"23";"superficial";"superficial"
"24";"deep";"profundo"
"25";"philosophical";"reflexivo"
"26";"analytical";"analítico"
"27";"critical";"crítico"
"28";"skeptical";"escéptico"
"29";"gullible";"crédulo"
"30";"naive";"ingenuo"
"31";"cynical";"cínico"
"32";"realistic";"realista"
"33";"idealistic";"idealista"
"34";"pragmatic";"pragmático"
"35";"imaginative";"fantasioso"
"36";"creative";"inventivo"
"37";"innovative";"innovador"
"38";"traditional";"conservador"
"39";"progressive";"progresista"
"40";"radical";"radical"
"41";"moderate";"moderado"
"42";"extreme";"extremo"
"43";"balanced";"balanceado"
"44";"unbalanced";"desequilibrado"
"45";"stable";"estable"
"46";"unstable";"inestable"
"47";"predictable";"predecible"
"48";"unpredictable";"impredecible"
"49";"consistent";"consistente"
"50";"inconsistent";"inconsistente"
"51";"reliable";"fiable"
"52";"unreliable";"poco fiable"
"53";"efficient";"eficiente"
"54";"inefficient";"ineficiente"
"55";"productive";"productivo"
"56";"unproductive";"improductivo"
"57";"useful";"provechoso"
"58";"useless";"inservible"
"59";"functional";"funcional"
"60";"broken-down";"averiado"
"61";"operational";"operativo"
"62";"malfunctioning";"defectuoso"
"63";"perfect";"perfecto"
"64";"imperfect";"imperfecto"
"65";"accurate";"exacto"
"66";"inaccurate";"inexacto"
"67";"precise";"preciso"
"68";"vague";"vago"
"69";"ambiguous";"ambiguo"
"70";"explicit";"explícito"
"71";"implicit";"implícito"
"72";"literal";"literal"
"73";"figurative";"figurado"
"74";"symbolic";"simbólico"
"75";"abstract";"abstracto"
"76";"concrete";"concreto"
"77";"general";"general"
"78";"specific";"específico"
"79";"universal";"universal"
"80";"particular";"particular"
"81";"individual";"individual"
"82";"collective";"colectivo"
"83";"public";"público"
"84";"private";"privado"
"85";"secret";"secreto"
"86";"confidential";"confidencial"
"87";"official";"oficial"
"88";"unofficial";"extraoficial"
"89";"formal";"formal"
"90";"informal";"informal"
"91";"ceremonial";"ceremonial"
"92";"casual";"casual"
"93";"elegant";"refinado"
"94";"simple";"sencillo"
"95";"ornate";"recargado"
"96";"decorative";"decorativo"
"97";"functional";"funcional"
"98";"minimalist";"minimalista"
"99";"baroque";"barroco"
"100";"classic";"clásico"
