"id";"word";"answer"
"1";"Title: The Rescue on the Mountain Trail";"El Rescate en el Sendero de la Montaña"
"2";"The necessary gear hangs from my pack.";"El equipo necesario cuelga de mi mochila."
"3";"An unnecessary detour slows our ascent.";"Un desvío innecesario retrasa nuestro ascenso."
"4";"A useful rope helps us cross safely.";"Una cuerda útil nos ayuda a cruzar seguros."
"5";"A useless strap snaps without warning.";"Una correa inútil se rompe sin aviso."
"6";"A true signal flashes from the ridge.";"Una señal cierta parpadea desde la cresta."
"7";"A false echo bounces between the cliffs.";"Un eco falso rebota entre los acantilados."
"8";"A real urgency pushes us forward quickly.";"Una urgencia real nos impulsa rápido."
"9";"A fake trail marker misleads the group.";"Una marca falsa engaña al grupo."
"10";"The visible smoke rises above the trees.";"El humo visible se eleva sobre los árboles."
"11";"The invisible wind carries distant voices.";"El viento invisible lleva voces lejanas."
"12";"A famous lookout stands beyond the bend.";"Un mirador famoso está más allá de la curva."
"13";"An unknown path branches to the left.";"Un sendero desconocido se abre a la izquierda."
"14";"The alive forest rustles with constant movement.";"El bosque vivo se agita con movimiento constante."
"15";"The dead logs block the narrow pass.";"Los troncos muertos bloquean el paso estrecho."
"16";"A healthy pace keeps the team steady.";"Un paso saludable mantiene firme al equipo."
"17";"A sick hiker struggles near the slope.";"Un excursionista enfermo lucha cerca de la pendiente."
"18";"We are going to assist the pregnant climber.";"Vamos a ayudar a la escaladora embarazada."
"19";"The hot sun beats down mercilessly now.";"El sol caluroso pega sin piedad ahora."
"20";"The cold shadow offers brief relief.";"La sombra fría ofrece un alivio breve."
"21";"I am going to avoid the humid ravine.";"Voy a evitar el barranco húmedo."
