"id";"word";"answer"
"1";"open [F]";"abierta"
"2";"tall [M, pl]";"altos"
"3";"they appear / show up";"aparecen"
"4";"besides / on the side";"aparte"
"5";"attack";"ataque"
"6";"brief / short";"breve"
"7";"search";"búsqueda"
"8";"causes";"causas"
"9";"certain [F, pl]";"ciertas"
"10";"key / password";"clave"
"11";"colors";"colores"
"12";"conception";"concepción"
"13";"with me";"conmigo"
"14";"continuation / next";"continuación"
"15";"contract / agreement";"contrato"
"16";"current / normal / ordinary";"corriente"
"17";"jail / prison";"cárcel"
"18";"to give him/her/it";"darle"
"19";"under / underneath";"debajo"
"20";"decisions";"decisiones"
"21";"debt";"deuda"
"22";"they gave";"dieron"
"23";"direct [F]";"directa"
"24";"willing [M]";"dispuesto"
"25";"division";"división"
"26";"economic [F, pl]";"económicas"
"27";"election / choice";"elección"
"28";"element";"elemento"
"29";"businessmen [M]";"empresarios"
"30";"entity";"entidad"
"31";"happy";"feliz"
"32";"functioning";"funcionamiento"
"33";"fig";"higo"
"34";"leaves / papers / sheets";"hojas"
"35";"equally / likewise / still";"igualmente"
"36";"increase";"incremento"
"37";"independence";"independencia"
"38";"income";"ingresos"
"39";"try / attempt";"intento"
"40";"investigations / researches";"investigaciones"
"41";"Thursday";"jueves"
"42";"together [M, pl]";"juntos"
"43";"to read";"leer"
"44";"they arrived";"llegaron"
"45";"he/she/it accomplished";"logró"
"46";"to improve";"mejorar"
"47";"minor / smaller / minors";"menores"
"48";"mind";"mente"
"49";"ministers";"ministros"
"50";"necessary [F]";"necesaria"
"51";"no / none / no one";"ninguno"
"52";"news [pl]";"noticias"
"53";"offer";"oferta"
"54";"office";"oficina"
"55";"payment";"pago"
"56";"they seem";"parecen"
"57";"park";"parque"
"58";"past / passed [F]";"pasada"
"59";"little [F, pl]";"pequeñas"
"60";"legs";"piernas"
"61";"floor / ground";"piso"
"62";"they will be able to";"podrán"
"63";"they could";"podían"
"64";"poet";"poeta"
"65";"spokesperson";"portavoz"
"66";"later / subsequently";"posteriormente"
"67";"he/she/it presented / introduced";"presentó"
"68";"private [F]";"privada"
"69";"probably";"probablemente"
"70";"procedure";"procedimiento"
"71";"he/she/it produced";"produjo"
"72";"they remain / to have left";"quedan"
"73";"dear [M]";"querido"
"74";"fifteen";"quince"
"75";"reaction";"reacción"
"76";"received [participle]";"recibido"
"77";"recent";"reciente"
"78";"to remember";"recordar"
"79";"you remember [imperative] / he/she/it remembers";"recuerda"
"80";"regional";"regional"
"81";"responsible [pl]";"responsables"
"82";"clothes";"ropa"
"83";"we know";"sabemos"
"84";"savior";"salvador"
"85";"secret";"secreto"
"86";"beings";"seres"
"87";"he/she/it feels";"siente"
"88";"I feel";"siento"
"89";"similar";"similar"
"90";"he/she/it serves";"sirve"
"91";"sum / addition";"suma"
"92";"so / so much [F]";"tanta"
"93";"temperature";"temperatura"
"94";"he/she/it took";"tomó"
"95";"traditional";"tradicional"
"96";"he/she/it tried [imperfect]";"trataba"
"97";"they had";"tuvieron"
"98";"window";"ventana"
"99";"true [F]";"verdadera"
"100";"wind";"viento"
"101";"volume";"volumen"
"102";"votes";"votos"
