word;answer
increase;incremento
floor / ground;piso
similar;similar
wind;viento
savior;salvador
beings;seres
later / subsequently;posteriormente
willing [M];dispuesto
poet;poeta
economic [F, pl];económicas
secret;secreto
functioning;funcionamiento
under / underneath;debajo
to remember;recordar
he/she/it presented / introduced;presentó
Thursday;jueves
current / normal / ordinary;corriente
income;ingresos
try / attempt;intento
they had;tuvieron
colors;colores
tall [M, pl];altos
leaves / papers / sheets;hojas
probably;probablemente
search;búsqueda
little [F, pl];pequeñas
offer;oferta
office;oficina
he/she/it produced;produjo
past / passed [F];pasada
volume;volumen
they seem;parecen
causes;causas
they gave;dieron
division;división
to give him/her/it;darle
key / password;clave
recent;reciente
votes;votos
he/she/it accomplished;logró
legs;piernas
he/she/it serves;sirve
debt;deuda
news [pl];noticias
minor / smaller / minors;menores
dear [M];querido
payment;pago
fig;higo
you remember [imperative] / he/she/it remembers;recuerda
they will be able to;podrán
independence;independencia
attack;ataque
equally / likewise / still;igualmente
necessary [F];necesaria
they remain / to have left;quedan
regional;regional
decisions;decisiones
conception;concepción
they arrived;llegaron
he/she/it feels;siente
together [M, pl];juntos
we know;sabemos
clothes;ropa
park;parque
businessmen [M];empresarios
with me;conmigo
procedure;procedimiento
sum / addition;suma
election / choice;elección
to read;leer
happy;feliz
no / none / no one;ninguno
continuation / next;continuación
ministers;ministros
true [F];verdadera
reaction;reacción
they could;podían
so / so much [F];tanta
he/she/it took;tomó
mind;mente
traditional;tradicional
open [F];abierta
brief / short;breve
they appear / show up;aparecen
he/she/it tried [imperfect];trataba
received [participle];recibido
to improve;mejorar
certain [F, pl];ciertas
besides / on the side;aparte
jail / prison;cárcel
entity;entidad
investigations / researches;investigaciones
temperature;temperatura
I feel;siento
direct [F];directa
spokesperson;portavoz
responsible [pl];responsables
window;ventana
contract / agreement;contrato
element;elemento
private [F];privada
fifteen;quince
