word,answer
My goal is to learn Spanish.,Mi objetivo es aprender español.
There are several ways to get to the museum.,Hay varias formas de llegar al museo.
She is the only person I trust.,Ella es la única persona en la que confío.
What is the origin of this myth?,¿Cuál es el origen de este mito?
We always have the same problems.,Siempre tenemos los mismos problemas.
Sometimes my mother takes me to work.,"A veces, mi madre me lleva al trabajo."
"This is an economic problem, not a political one.","Este es un problema económico, no político."
I want to hear your opinion.,Quiero oír tu opinión.
I need help to flip the omelette.,Necesito ayuda para voltear la tortilla.
We must remain silent.,Debemos permanecer en silencio.
Your pancakes are very good.,Tus panqueques son muy buenos.
I do not know what to think.,No sé qué pensar.
Matías is the author of the book.,Matías es el autor del libro.
I have a work meeting in five minutes.,Tengo una reunión de trabajo en cinco minutos.
What are you doing?,¿Qué estás haciendo?
My father is very old.,Mi padre es muy viejo.
I left the keys on the table.,Dejé las llaves encima de la mesa.
I want to take a picture.,Quiero tomar una foto.
I’m pretty tired.,Estoy bastante cansado.
These are my friends.,Estos son mis amigos.
Can you draw a straight line?,¿Puedes dibujar una línea recta?
I have only a few socks.,Tengo solo unos pocos calcetines.
There is a very beautiful city in the north.,Hay una ciudad muy bella en el norte.
Do you know the names of body parts in Spanish?,¿Sabes los nombres de las partes del cuerpo en español?
My cousin needs medical treatment.,Mi primo necesita tratamiento médico.
I have a position of great responsibility.,Tengo un cargo de mucha responsabilidad.
Your tent is very large.,Tu tienda de campaña es muy grande.
Have you injured your foot?,¿Tienes el pie herido?
You must put your passport in a safe place.,Debes poner tu pasaporte en un lugar seguro.
There are no reasons to do something so crazy.,No existen razones para hacer algo tan disparatado.
The menu comes with a drink.,El menú viene con bebida.
My work allows me to travel a lot.,Mi trabajo me permite viajar mucho.
You must know the facts before commenting.,Debes conocer los hechos antes de opinar.
These are hard times.,Son tiempos difíciles.
State policies must improve the life quality of the citizens.,Las políticas de Estado deben mejorar la calidad de vida de los ciudadanos.
I like to listen to the radio.,Me gusta escuchar la radio.
"If you come to my city, I can let you stay at my house.","Si vienes a mi ciudad, puedo alojarte en mi casa."
The growth of the population is very fast.,El crecimiento de la población es muy rápido.
"I feel bad, I need company.","Me siento mal, necesito compañía."
I have a friend who lives in Barcelona.,Tengo un amigo que vive en Barcelona.
I like reading the newspaper every morning.,Me gusta leer el diario todas las mañanas.
Marta does not see the problem; she sees the solution.,Marta no ve el problema; ve la solución.
You have to turn right.,Debes girar a la derecha.
In this hostel there is a very friendly atmosphere.,En este hostel hay un ambiente muy amistoso.
This neighborhood is very safe.,Este barrio es muy seguro.
Participation in class is important.,La participación en clase es importante.
There is no key to success.,No hay una clave para el éxito.
"Since the land is low, there are many floods.","Como la tierra es baja, hay muchas inundaciones."
These two are the main streets.,Las calles principales son estas dos.
