word;answer
The letter is addressed to your father.;La carta está dirigida a tu padre.
Wheels turn around the axis.;Las ruedas giran en torno al eje.
There is a lot of variety of vegetables in this region.;Hay mucha variedad de vegetales en esta región.
With your phone you can do it easily.;Con tu teléfono puedes hacerlo fácilmente.
This song is inspired in true events.;Esta canción está inspirada en eventos reales.
Pigeons have a great sense of direction.;Las palomas tienen un gran sentido de la orientación.
Could you send me the photos of the trip?;¿Podrías enviarme las fotos del viaje?
We must define our relationship.;Debemos definir nuestra relación.
She studies mass psychology.;Ella estudia la psicología de masas.
Tobacco is very harmful.;El tabaco es muy dañino.
The trip was a real adventure.;El viaje fue una verdadera aventura.
No one lives on these islands.;Nadie vive en estas islas.
Do not miss opportunities like this one.;No dejes pasar oportunidades como esta.
Octavio is quite a gentleman.;Octavio es todo un caballero.
I will place your gift on my bedside table.;Voy a colocar tu regalo en mi mesa de luz.
The pool is one and a half meters deep.;La piscina tiene una profundidad de un metro y medio.
The student achieves comprehension of the texts.;El alumno logra la comprensión de los textos.
The landscape is bleak.;El panorama es desolador.
I must make a synthesis of chapter 4.;Debo hacer una síntesis del capítulo 4.
Flavio is looking for his dog.;Flavio está buscando a su perro.
Raúl wants a job, he cannot bear the dependence on his parents.;Raúl quiere un empleo, no soporta la dependencia de sus padres.
In spring I want to travel to Ecuador.;En primavera, quiero viajar a Ecuador.
The employer increases the salary of his employees.;El empresario aumenta el salario de sus empleados.
Daniela expresses her fear.;Daniela manifiesta su temor.
The melon is a very sweet fruit.;El melón es un fruto muy dulce.
Camila is brilliant.;Camila es brillante.
Do you remember the important national dates?;¿Recuerdas las fechas patrias importantes?
From the control tower they see everything.;Desde la torre de control ven todo.
You can't work in the dark.;No puedes trabajar en la oscuridad.
I have an important announcement!;¡Tengo un anuncio importante!
Activists proposed an expansion of nature reserves.;Los activistas propusieron una ampliación de las reservas naturales.
Ana María works in the conservation of works of art.;Ana María trabaja en la conservación de obras de arte.
This year, Martín starts university.;Este año, Martín inicia la universidad.
This research demonstrates that vaccines work.;Esta investigación demuestra que las vacunas funcionan.
We have several conference rooms.;Tenemos varias salas de conferencias.
Air is vital for plants.;El aire es vital para las plantas.
I'm not interested in horse races.;No me interesan las carreras de caballos.
I love the taste of the banana.;Me encanta el sabor del plátano.
I don't want to enter a combat.;No quiero entrar en un combate.
Sure enough, Andrea was right.;Efectivamente, Andrea tenía razón.
These are tears of happiness.;Estas son lágrimas de felicidad.
The teacher poses a problem to the students.;El profesor plantea un problema a los alumnos.
The provincial government follows national laws.;El gobierno provincial sigue las leyes nacionales.
The Basque Country is located in the north of Spain.;El País Vasco está situado en el norte de España.
Clara loves horses.;A Clara le encantan los caballos.
You must consume proteins.;Debes consumir proteínas.
In the library you will find everything you need.;En la biblioteca encontrarás todo lo que necesites.
The dog is playing outside.;El perro está jugando afuera.
Luciana gets up early in the morning.;Luciana se levanta temprano por la mañana.
It is the fourth time that I’ve come to Chile.;Es la cuarta vez que vengo a Chile.
Daniel gave me a mug.;Daniel me regaló una taza.
The conclusions of the report are very clear.;Las conclusiones del informe son muy claras.
These families need a place to live.;Estas familias necesitan un lugar donde vivir.
The public response was negative.;La respuesta del público fue negativa.
Isabel is going on a diet because of her diabetes.;Isabel está haciendo una dieta por su diabetes.
Can you walk or are you tired?;¿Puedes andar o estás cansada?
Justice is a pillar of democracy.;La justicia es un pilar de la democracia.
Esteban gave me a flower.;Esteban me regaló una flor.
These drinks are enough, we don't need more.;Estas bebidas son suficientes, no necesitamos más.
We must take advantage of existing resources.;Debemos aprovechar los recursos existentes.
The farmers use water from the stream to irrigate.;Los granjeros utilizan agua del arroyo para regar.
The ceremony is about to begin.;La ceremonia está por comenzar.
My husband and I are lawyers.;Mi esposo y yo somos abogados.
The passengers remain calm.;Los pasajeros mantienen la calma.
My daughter is a doctor.;Mi hija es médica.
We have several options for dinner.;Tenemos varias opciones para la cena.
Do you have permission from your boss to miss work tomorrow?;¿Tienes permiso de tu jefe para faltar mañana?
Julia has beautiful green eyes.;Julia tiene unos hermosos ojos verdes.
I have many unread messages.;Tengo muchos mensajes sin leer.
