word;answer
I work in a fertility clinic.;Trabajo en una clínica de fertilidad.
I want to try the traditional dishes.;Quiero probar los platos tradicionales.
The sand is hot.;La arena está caliente.
Consider your sister's feelings.;Ten en consideración los sentimientos de tu hermana.
There is a demonstration in front of the town hall.;Hay una manifestación frente al ayuntamiento.
My brothers are sick with the flu.;Mis hermanos están enfermos con gripe.
This affects us all.;Esto nos afecta a todos.
The boy climbs the tree.;El niño trepa el árbol.
The country's wealth is in its mineral resources.;La riqueza del país está en sus recursos minerales.
I work in the dissemination of statistics.;Trabajo en la difusión de estadísticas.
You must have a lot of discipline.;Debes tener mucha disciplina.
Shall we watch a movie?;¿Vemos una película?
The happiness of our clients is essential.;La felicidad de nuestros clientes es fundamental.
My mother runs a law firm.;Mi madre dirige una firma de abogados.
I go out for a run every morning.;Salgo a correr todas las mañanas.
Now we understand the true dimension of the problem.;Ahora comprendemos la verdadera dimensión del problema.
The neighbors signed a petition.;Los vecinos firmaron una petición.
Karina underwent a true transformation.;Karina sufrió una verdadera transformación.
Juliana makes a remarkable effort to make everything perfect.;Juliana hace un esfuerzo notable para que todo sea perfecto.
I found a clue!;¡Encontré una pista!
You must apply your knowledge to your work.;Debes aplicar tus conocimientos a tu trabajo.
There are tacos for dinner!;¡Hay tacos para la cena!
I want to buy an electric guitar.;Quiero comprar una guitarra eléctrica.
There are several ways of seeing things.;Hay varios modos de ver las cosas.
That car must cost a fortune.;Ese coche debe costar una fortuna.
In this area there are only farmers.;En esta zona solo hay campesinos.
"We are four brothers; I am the third one.";"Somos cuatro hermanos; yo soy el tercero."
What do you want, sir?;¿Qué desea, señor?
We all have an obligation to pay taxes.;Todos tenemos la obligación de pagar impuestos.
Many immigrants came from the east.;Muchos inmigrantes llegaron desde el oriente.
My grandfather has a collection of stamps.;Mi abuelo tiene una colección de estampas.
There is evidence against the accused.;Hay evidencia en contra del acusado.
Dancers show their talent to the audience.;Los bailarines muestran su talento a la audiencia.
Do we have enough money to buy gifts?;¿Nos alcanza el dinero para comprar regalos?
I have fond memories of Costa Rica.;Tengo buenos recuerdos de Costa Rica.
The cat observes the birds.;El gato observa los pájaros.
Native communities do not live in isolation.;Las comunidades indígenas no viven aisladas.
Sometimes unexpected things happen.;A veces pasan cosas inesperadas.
Cristina speaks with a lot of clarity.;Cristina habla con mucha claridad.
I have a query for the lawyer.;Tengo una consulta para el abogado.
I really like Mexican food.;Me gusta mucho la comida mexicana.
You must put the letters in the corresponding mailboxes.;Debes colocar las cartas en los buzones correspondientes.
When we play hide and seek, Irene always wins.;Cuando jugamos a las escondidas, Irene siempre gana.
Ricardo is a police officer.;Ricardo es agente de la policía.
I have the answers to your questions.;Tengo las respuestas a tus preguntas.
Civil rights must be guaranteed.;Deben garantizarse los derechos civiles.
Julia never loses.;Julia nunca pierde.
I like modern art.;Me gusta el arte moderno.
There is a new commercial establishment in town.;Hay un nuevo establecimiento comercial en la ciudad.
The artist creates a new work every day.;El artista crea una nueva obra todos los días.
I don't like parties.;No me gustan las fiestas.
I know Spanish numbers up to twenty.;Sé los números en español hasta el veinte.
Kites are difficult to control.;Es difícil controlar las cometas.
I'm trying to find a job.;Estoy tratando de encontrar empleo.
Susana tries to book a room.;Susana intenta reservar una habitación.
Car circulation is very high at this time.;La circulación de automóviles es muy alta a esta hora.
I have a reservation for three nights.;Tengo una reserva para tres noches.
