word;answer
apparently;al parecer
saint [M];santo
old [F];vieja
it corresponds;corresponde
he/she/it decided;decidió
arrival;llegada
he/she/it begins / starts;comienza
organizations;organizaciones
tendency;tendencia
stage;escenario
definitely / in short;en definitiva
he/she/it will have to;deberá
he/she/it indicated / showed;indicó
news [singular];noticia
English;inglés
queen;reina
you [pl];ustedes
wood;madera
German;alemán
inhabitants / people;habitantes
to receive;recibir
except;salvo
families;familias
member [M];miembro
writer [M];escritor
he/she/it knows;conoce
care;cuidado
identity;identidad
he/she/it wanted to;quiso
couple;pareja
evident;evidente
certain [M, pl];ciertos
they continue / they follow;siguen
statement;declaración
chain;cadena
he/she/it ends / finishes / has just;acaba
it consists;consiste
presentation;presentación
accounts / mathematical operations;cuentas
blue;azul
decade;década
doors;puertas
food;comida
immediately / right away;de inmediato
brand / mark;marca
antique / old;antiguo
red [M];rojo
we must;debemos
instant;instante
operations / surgeries;operaciones
initiative;iniciativa
to fall;caer
moon;luna
he/she/it saw [imperfect];veía
true;verdadero
room;habitación
he/she/it manifested / expressed;manifestó
uncle;tío
stayed / remained [participle];quedado
Tuesday;martes
full / complete / mid [M];pleno
he/she/it declared / testified;declaró
games;juegos
minimum;mínimo
apparition / appearance;aparición
he/she/it will be;estará
transport / transportation;transporte
they see;ven
he/she/it pretends / intends / expects;pretende
so many [F];tantas
headquarters;sede
behaviour;comportamiento
journalists;periodistas
animal;animal
turned into / become [M, participle];convertido
arm;brazo
brothers / siblings;hermanos
rich / tasty / delicious [M];rico
he/she/it announced;anunció
budget;presupuesto
strategy;estrategia
nations;naciones
to use;utilizar
good [F, pl];buenas
compromise / engagement;compromiso
perhaps / maybe / by any chance;acaso
complete / entire [M];completo
hair;pelo
stone / rock;piedra
medicine;medicina
fields;campos
league;liga
that I go / that he/she/it goes [subjunctive] / you go [formal imperative];vaya
disposition / arrangement;disposición
permanent;permanente
method;método
felt / was feeling [imperfect];sentía
next [F];próxima
lands;tierras
mistake / error;error
