word;answer
I can't see well without my glasses.;No veo bien sin mis gafas.
I need your signature on this document.;Necesito tu firma en este documento.
The book includes several recipes.;El libro incluye varias recetas.
The poorest people need protection during the winter.;Las personas más pobres necesitan protección durante el invierno.
Where are you going?;¿A dónde vas?
This is Tomás, my lawyer.;Este es Tomás, mi abogado.
I want to introduce you to my family.;Te quiero presentar a mi familia.
I don't like the current governor.;No me gusta el gobernador actual.
We have many plans for the next days.;Tenemos muchos planes para los próximos días.
I'm talking on the phone with my grandmother.;Estoy hablando por teléfono con mi abuela.
The traffic is terrible!;¡El tráfico está terrible!
I like Flavia's personality.;Me gusta la personalidad de Flavia.
I like to write in horror genre.;Me gusta escribir en género de terror.
My generation doesn't care about those things.;Mi generación no se preocupa por esas cosas.
I am waiting for very important documents.;Estoy esperando documentos muy importantes.
The philosopher is still alive, he is over a hundred years old!;El filósofo sigue vivo, ¡tiene más de cien años!
I have some questions to ask you.;Tengo algunas preguntas que hacerte.
Pedro earns one hundred pesos per hour.;Pedro gana cien pesos por hora.
My sister is a designer.;Mi hermana es diseñadora.
That book is mine!;¡Ese libro es mío!
I have fifty unread emails.;Tengo cincuenta correos sin leer.
I don't want to be a burden to my parents.;No quiero ser una carga para mis padres.
Material goods are not important.;Los bienes materiales no son importantes.
I am preparing a dough to make pizzas.;Estoy preparando una masa para hacer pizzas.
The problem is mainly due to contamination.;El problema se debe, principalmente, a la contaminación.
We have several positions to fill in the company.;Tenemos varios puestos que cubrir en la empresa.
Let’s go under the shade of that tree.;Vamos a la sombra de aquel árbol.
Can you help me open this jar?;¿Me ayudas a abrir este frasco?
Where's my black sweatshirt?;¿Dónde está mi sudadera negra?
We don't have much margin for error.;No tenemos mucho margen de error.
Daniela is a visual artist.;Daniela es artista visual.
There is constant traffic on this street.;Hay tráfico constante en esta calle.
My parents pay the rent, but I pay for the expenses.;Mis padres pagan el alquiler, pero yo pago los gastos.
My plants will die if my father forgets to water them.;Mis plantas van a morir si mi padre se olvida de regarlas.
There are several workspaces in the building.;Hay varios espacios de trabajo en el edificio.
He is one of the most important figures in the fashion world.;Es una de las figuras más importantes del mundo de la moda.
I don't work on Wednesdays.;Los miércoles no trabajo.
The teacher tells the student how to solve the exercise.;El profesor le indica al alumno cómo resolver el ejercicio.
The beginning of the book is very engaging.;El comienzo del libro es muy atrapante.
I am interested in industrial design.;Me interesa el diseño industrial.
I have a forty-day contract.;Tengo un contrato por cuarenta días.
Do you have plans for tonight?;¿Tienes planes para esta noche?
Andrea is a businesswoman.;Andrea es una mujer de negocios.
Cultural integration is essential.;La integración cultural es fundamental.
What’s in that box?;¿Qué hay en esa caja?
We must consider the wishes of everyone involved.;Debemos considerar los deseos de todos los involucrados.
There are many foreigners in this neighborhood.;En este barrio hay muchos extranjeros.
This is an extreme case.;Este es un caso extremo.
I'm a freelance journalist.;Soy periodista independiente.
My marriage is very happy.;Mi matrimonio es muy feliz.
Do you want to go for a walk?;¿Quieres ir a caminar?
I have a work problem.;Tengo un problema laboral.
No matter what they say, you are talented.;No importa qué digan, tú eres talentoso.
