word;answer
My children arrive from school at three.;Mis hijos llegan de la escuela a las tres.
We share a house among three friends.;Compartimos una vivienda entre tres amigos.
You must listen to what the teacher says.;Debes escuchar lo que dice la profesora.
I am completely exhausted.;Estoy completamente agotada.
You are the ideal travel companion.;Eres el compañero de viajes ideal.
I have to read three texts for university.;Tengo que leer tres textos para la universidad.
I am very hungry.;Estoy muy hambriento.
We must have trust in the solidarity of our neighbors.;Debemos confiar en la solidaridad de nuestros vecinos.
Can we continue with the meeting?;¿Podemos continuar con la reunión?
What is the percentage of women in the company?;¿Cuál es el porcentaje de mujeres en la compañía?
I like visual arts.;Me gustan las artes visuales.
When are your friends coming?;¿Cuándo vienen tus amigos?
Are you coming tonight?;¿Vas a venir esta noche?
I do not have a choice.;No tengo opción.
The cat is a threat to rats.;El gato es una amenaza para las ratas.
I am representative of the embassy.;Soy representante de la embajada.
Commercial relations between the two countries are strong.;Las relaciones comerciales entre los dos países son fuertes.
Can you come?;¿Puedes venir?
The entire planet is at risk from global warming.;Todo el planeta está en riesgo por el calentamiento global.
I get a small profit for each sale.;Obtengo un pequeño beneficio por cada venta.
I'm looking for my adapter.;Estoy buscando mi adaptador.
I have feelings for Carmen.;Tengo sentimientos por Carmen.
Can you buy something to eat?;¿Puedes comprar algo de comer?
I want to stay up late.;Hoy me quiero quedar durmiendo hasta tarde.
You look different.;Te ves distinto.
My aunt owns a flower shop.;Mi tía es dueña de una tienda de flores.
Gloria and Amanda are Spanish.;Gloria y Amanda son españolas.
Western culture is a combination of many cultures.;La cultura occidental es una combinación de muchas culturas.
My parents are capable of everything for me.;Mis padres son capaces de todo por mí.
What was that noise?;¿Qué fue ese ruido?
Police are looking for three suspected individuals.;La policía busca a tres individuos sospechosos.
What a nice dress!;¡Qué lindo vestido!
Vogue is a fashion magazine.;Vogue es una revista de moda.
Tell me the titles of the books you need.;Dime los títulos de los libros que necesitas.
We need a mirror in the room.;Necesitamos un espejo en la habitación.
Now we have to cross that bridge and then turn right.;Ahora, debemos cruzar ese puente y luego doblar a la derecha.
The entrance to the store is through the corner door.;El ingreso a la tienda se hace por la puerta de la esquina.
It is the job of my dreams.;Es el trabajo de mis sueños.
We need a vehicle to tour the area.;Necesitamos un vehículo para recorrer la zona.
The witch turns the children into mice.;La bruja convierte a los niños en ratones.
These shoes are very old.;Estos zapatos son muy viejos.
School is going to start next week.;Las clases van a empezar la semana que viene.
Diana has passion for what she does.;Diana siente pasión por lo que hace.
Enough! Go to sleep!;¡Basta! ¡A dormir!
The democratic system is not infallible.;El sistema democrático no es infalible.
Potatoes and sweet potatoes are common ingredients in the region.;Las patatas y las batatas son ingredientes comunes en la región.
This is a state school.;Esta es una escuela estatal.
Your house is very modern.;Tu casa es muy moderna.
It is too complex a problem.;Es un problema demasiado complejo.
Do you have a board to chop the onion?;¿Tienes una tabla para picar la cebolla?
Littering in the nature reserve is a crime.;Tirar basura en la reserva natural es un delito.
State information is in the public domain.;La información estatal es dominio público.
Government entities must apply the new rules immediately.;Las entidades gubernamentales deben aplicar las nuevas normas de inmediato.
What have your superiors told you?;¿Qué te han dicho tus superiores?
The titles of all the chapters appear in the index.;En el índice aparecen los títulos de todos los capítulos.
The root of the tree cracked the floor.;La raíz del árbol rompió el piso.
Agriculture is the main activity of the region.;La agricultura es la actividad principal de la región.
José works in musical composition.;José se dedica a la composición musical.
The patient requires the assistance of the nurse.;El paciente requiere la asistencia de la enfermera.
I deserve an explanation!;¡Merezco una explicación!
