"id";"word";"answer"
"1";"she commits";"(ella) comete"
"2";"she understands";"(ella) comprende"
"3";"she sews";"(ella) cose"
"4";"she believes";"(ella) cree"
"5";"she hides";"(ella) esconde"
"6";"we absorb";"(nosotros) absorbemos"
"7";"we eat";"(nosotros) comemos"
"8";"we correspond";"(nosotros) correspondemos"
"9";"we read";"(nosotros) leemos"
"10";"we put in";"(nosotros) metemos"
"11";"we turn on";"(nosotros) prendemos"
"12";"we respond";"(nosotros) respondemos"
"13";"we break";"(nosotros) rompemos"
"14";"we surprise";"(nosotros) sorprendemos"
"15";"we happen";"(nosotros) sucedemos"
"16";"you drink [sing, inf]";"(tú) bebes"
"17";"you exceed [sing, inf]";"(tú) excedes"
"18";"you read [sing, inf]";"(tú) lees"
"19";"you proceed [sing, inf]";"(tú) procedes"
"20";"you promise [sing, inf]";"(tú) prometes"
"21";"you protect [sing, inf]";"(tú) proteges"
"22";"you respond [sing, inf]";"(tú) respondes"
"23";"you suspend [sing, inf]";"(tú) suspendes"
"24";"you fear [sing, inf]";"(tú) temes"
"25";"you learn [sing, formal]";"(usted) aprende"
"26";"you sweep [sing, formal]";"(usted) barre"
"27";"you correspond [sing, formal]";"(usted) corresponde"
"28";"you put in [sing, formal]";"(usted) mete"
"29";"you offend [sing, formal]";"(usted) ofende"
"30";"you turn on [sing, formal]";"(usted) prende"
"31";"you surprise [sing, formal]";"(usted) sorprende"
"32";"you cough [sing, formal]";"(usted) tose"
"33";"you sell [sing, formal]";"(usted) vende"
"34";"you learn [pl]";"(ustedes) aprenden"
"35";"you sew [pl]";"(ustedes) cosen"
"36";"you believe [pl]";"(ustedes) creen"
"37";"you should [pl]";"(ustedes) deben"
"38";"you depend [pl]";"(ustedes) dependen"
"39";"you possess [pl]";"(ustedes) poseen"
"40";"you go back [pl]";"(ustedes) retroceden"
"41";"you suspend [pl]";"(ustedes) suspenden"
"42";"you fear [pl]";"(ustedes) temen"
"43";"you sell [pl]";"(ustedes) venden"
"44";"I absorb";"(yo) absorbo"
"45";"I sweep";"(yo) barro"
"46";"I commit";"(yo) cometo"
"47";"I eat";"(yo) como"
"48";"I understand";"(yo) comprendo"
"49";"I run";"(yo) corro"
"50";"I should";"(yo) debo"
"51";"I depend";"(yo) dependo"
"52";"I hide";"(yo) escondo"
"53";"I offend";"(yo) ofendo"
"54";"I possess";"(yo) poseo"
"55";"I protect";"(yo) protejo"
"56";"I go back";"(yo) retrocedo"
"57";"he drinks";"(él) bebe"
"58";"he runs";"(él) corre"
"59";"he exceeds";"(él) excede"
"60";"he proceeds";"(él) procede"
"61";"he promises";"(él) promete"
"62";"he breaks";"(él) rompe"
"63";"it happens";"(él) sucede"
"64";"he coughs";"(él) tose"
