"id";"word";"answer"
"1";"Grandpa, you must take your medicine every day.";"Abuelo, debes tomar tu medicina todos los días."
"2";"Bautista has good intentions.";"Bautista tiene buenas intenciones."
"3";"We must hurry.";"Debemos apresurarnos."
"4";"We have to plan the sitting arrangement.";"Debemos planear la disposición de los asientos."
"5";"I developed a method so that everything fits in the suitcase.";"Desarrollé un método para que todo quepa en la maleta."
"6";"The plane is in mid-flight.";"El avión está en pleno vuelo."
"7";"The bank carries out thousands of financial operations every hour.";"El banco realiza miles de operaciones financieras cada hora."
"8";"Santiago's behavior was inappropriate.";"El comportamiento de Santiago fue inapropiado."
"9";"The building has so many offices that I always get lost.";"El edificio tiene tantas oficinas que siempre me pierdo."
"10";"The elephant is my favorite animal.";"El elefante es mi animal preferido."
"11";"About fifteen families live in this building.";"En este edificio viven unas quince familias."
"12";"It is evident that the problem is serious.";"Es evidente que el problema es grave."
"13";"That tree is going to fall at any moment.";"Ese árbol va a caer en cualquier momento."
"14";"Those dogs follow me everywhere.";"Esos perros me siguen a todos lados."
"15";"Tonight there is a full moon.";"Esta noche hay luna llena."
"16";"This painting represents Saint Thomas.";"Esta pintura representa a Santo Tomás."
"17";"These lands belong to the State.";"Estas tierras pertenecen al Estado."
"18";"This forest is very old.";"Este bosque es muy antiguo."
"19";"I'm waiting for the arrival of the bus.";"Estoy esperando la llegada del autobús."
"20";"I miss being on stage.";"Extraño estar en el escenario."
"21";"There is a headquarters of my university in Buenos Aires.";"Hay una sede de mi universidad en Buenos Aires."
"22";"The Spanish soccer league is very popular.";"La liga de fútbol española es muy popular."
"23";"Population has the tendency to grow.";"La población tiene tendencia a crecer."
"24";"The Queen of England is 93 years old.";"La reina de Inglaterra tiene 93 años."
"25";"Nations go beyond geographical frontiers.";"Las naciones van más allá de los límites geográficos."
"26";"Cats can see in the dark.";"Los gatos ven en la oscuridad."
"27";"The villagers are very friendly.";"Los habitantes del pueblo son muy amables."
"28";"Journalists work to find the truth.";"Los periodistas trabajan para encontrar la verdad."
"29";"Marcos and Ariel are a very nice couple.";"Marcos y Ariel son una pareja muy simpática."
"30";"My right arm hurts.";"Me duele el brazo derecho."
"31";"I was offered a permanent position.";"Me ofrecieron un puesto permanente."
"32";"My wife knows your husband.";"Mi esposa conoce a tu esposo."
"33";"My brother is a writer.";"Mi hermano es escritor."
"34";"My uncle is a nurse.";"Mi tío es enfermero."
"35";"I need a chain to lock my bike.";"Necesito una cadena para atar mi bicicleta."
"36";"I don't care about the brand, I care about the quality.";"No me importa la marca, me importa la calidad."
"37";"I do not want to speak in English.";"No quiero hablar en inglés."
"38";"We are brothers.";"Nosotros somos hermanos."
"39";"Our strategy is to wait.";"Nuestra estrategia es esperar."
"40";"I want to get a haircut.";"Quiero cortarme el pelo."
"41";"I want to try the local food.";"Quiero probar la comida local."
"42";"I want to book a double room, please.";"Quiero reservar una habitación doble, por favor."
"43";"I am in charge of three customer accounts.";"Soy encargado de tres cuentas de clientes."
"44";"I am a member of the polo club.";"Soy miembro del club de polo."
"45";"I have certain issues to solve.";"Tengo ciertos asuntos que resolver."
"46";"I have experience in non-profit organizations.";"Tengo experiencia en organizaciones sin fines de lucro."
"47";"We will all go, except for Jorge.";"Todos iremos, salvo Jorge."
"48";"Every Tuesday I take Spanish lessons.";"Todos los martes tomo clases de español."
"49";"I will receive a Christmas bonus.";"Voy a recibir un bono navideño."
"50";"I am German, but I live in France.";"Yo soy alemán, pero vivo en Francia."
"51";"Right away!";"¡De inmediato!"
"52";"It's the event of the decade!";"¡Es el evento de la década!"
"53";"I have some news!";"¡Tengo una noticia!"
"54";"Your cake is delicious!";"¡Tu pastel está muy rico!"
"55";"What time does the movie start?";"¿A qué hora comienza la película?"
"56";"Perhaps I said something wrong?";"¿Acaso dije algo malo?"
"57";"What is the minimum wage in the country?";"¿Cuál el salario mínimo en el país?"
"58";"What’s our budget?";"¿Cuál es nuestro presupuesto?"
"59";"Where's my blue cap?";"¿Dónde está mi gorra azul?"
"60";"What does the test consist of?";"¿En qué consiste la prueba?"
"61";"Shall we play a board game?";"¿Jugamos a un juego de mesa?"
"62";"Can I borrow your red lipstick?";"¿Me prestas tu lápiz labial rojo?"
"63";"Can I use your charger?";"¿Puedo utilizar tu cargador?"
"64";"Do you have your identity card?";"¿Tienes tu documento de identidad?"
"65";"Are you siblings?";"¿Ustedes son hermanos?"
