word,answer
there was / there were,hubo
goal / objective,objetivo
shapes / ways,formas
unique / only [F],única
he/she/it can [subj],pueda
origin,origen
white [M],blanco
"same [M, pl]",mismos
it takes / he takes / she takes,lleva
economic [M],económico
opinion,opinión
help,ayuda
official,oficial
silence / quiet,silencio
"good [M, pl]",buenos
to think / to believe,pensar
republic,república
where / wherever,donde
blood,sangre
meeting / encounter,encuentro
not even,ni siquiera
author,autor
meeting,reunión
doing / making,haciendo
soil / ground / floor,suelo
it/he/she shows / show / exhibit,muestra
old [M],viejo
on top of / on,encima
it turns out,resulta
to take / to drink,tomar
pretty / very,bastante
seven,siete
fight / struggle,lucha
it could / he could / she could [past],pudo
friends [M],amigos
line,línea
south,sur
"little / few [M, pl]",pocos
measures,medidas
north,norte
parts,partes
church,iglesia
treatment,tratamiento
existence,existencia
charge / position,cargo
big / large (after noun),grande
mouth,boca
square / park,plaza
foot,pie
workers,trabajadores
to put / to place,poner
they exist / there are,existen
he/she/it comes,viene
he/she/it allows,permite
analysis,análisis
act / event,acto
facts,hechos
times,tiempos
politics / policies,políticas
radio,radio
I can,puedo
growth,crecimiento
company,compañía
friend [M],amigo
authorities,autoridades
to make,realizar
actions / stocks,acciones
parents / fathers,padres
journal / newspaper / diary,diario
he sees / she sees / it sees,ve
right,derecha
environment / atmosphere,ambiente
there will be,habrá
precisely,precisamente
disease / illness,enfermedad
species,especie
army,ejército
saint [F],santa
changes,cambios
river,río
I knew / he knew / she knew [past],sabía
safe / sure [M],seguro
you wait [imp] / he waits / she waits,espera
moments / time,momentos
trip,viaje
I wanted / he wanted / she wanted [past],quería
eight,ocho
to live,vivir
region,región
formation / training / education,formación
school,escuela
fourth / quarter / room,cuarto
values / prices,valores
it remained / turned out [past],quedó
participation,participación
success,éxito
short / low [F],baja
article,artículo
main [pl],principales
