word,answer
There is a rug in the house.,Hay una alfombra en la casa.
There is a tree in the garden.,Hay un árbol en el jardín.
There are two glasses on the table.,Hay dos vasos en la mesa.
There are three books on the floor.,Hay tres libros en el piso.
Is there a blue lamp in the house?,¿Hay una lámpara azul en la casa?
Is there a book in the bathroom?,¿Hay un libro en el baño?
Is there a hotel in the city?,¿Hay un hotel en la ciudad?
Is there a brown table in the room?,¿Hay una mesa marrón en el cuarto?
There are tigers in the zoo.,Hay tigres en el zoológico.
There are stars in the sky.,Hay estrellas en el cielo.
Are there newspapers in this store?,¿Hay periódicos en esta tienda?
Are there red tomatoes in this market?,¿Hay tomates rojos en este mercado?
There is no light in the bathroom.,No hay luz en el baño.
There are no telephones here.,No hay teléfonos aquí.
There are no magazines in the hotel.,No hay revistas en el hotel.
How?,¿Cómo?
How are you?,¿Cómo estás tú?
How are the boys?,¿Cómo están los muchachos?
Where?,¿Dónde?
Where is the mayor's house?,¿Dónde está la casa del alcalde?
Where are we?,¿Dónde estamos?
Who? [sing],¿Quién?
Who? [pl],Quiénes?
Who is here?,¿Quién está aquí?
Who is the person with Joe?,¿Quién es la persona con José?
Who is in the car?,¿Quiénes están en el carro?
Who are they?,¿Quiénes son ellos?
What?,¿Qué?
What day is today?,¿Qué día es hoy?
What book is on the table?,¿Qué libro está en la mesa?
What is there on the menu?,¿Qué hay en el menú?
What is communication?,¿Qué es comunicación?
What is this?,¿Qué es esto?
What is philosophy?,¿Qué es filosofía?
"Which, which one?",¿Cuál?
Which ones?,¿Cuáles?
What [which city] is the capital of Peru?,¿Cuál es la capital de Perú?
What [which problem] is the problem?,¿Cuál es el problema?
What [which name] is the girl's name?,¿Cuál es el nombre de la niña?
What [which days] are the days of the week?,¿Cuáles son los días de la semana?
Why?,¿Por qué?
Why are we happy?,¿Por qué estamos alegres?
Why is the sky blue?,¿Por qué es azul el cielo?
How much?,¿Cuánto?
How much is it?,¿Cuánto es?
How much does it cost?,¿Cuánto cuesta?
How much is it worth?,¿Cuánto vale?
How many?,"¿Cuántos?, ¿Cuántas?"
How many cats are there in the city?,¿Cuántos gatos hay en la ciudad?
How many stars are there in the sky?,¿Cuántas estrellas hay en el cielo?
When?,¿Cuándo?
When is the party?,¿Cuándo es la fiesta?
When is the concert?,¿Cuándo es el concierto?
"in, on",en
"from, of",de
with,con
"Monday, on Monday",el lunes
"Tuesday, on Tuesday",el martes
"Wednesday, on Wednesday",el miércoles
"Thursday, on Thursday",el jueves
"Friday, on Friday",el viernes
"Saturday, on Saturday",el sábado
"Sunday, on Sunday",el domingo
"Mondays, on Mondays",los lunes
"Tuesdays, on Tuesdays",los martes
"Wednesdays, on Wednesdays",los miércoles
"Thursdays, on Thursdays",los jueves
"Fridays, on Fridays",los viernes
"Saturdays, on Saturdays",los sábados
"Sundays, on Sundays",los domingos
There is class on Mondays.,Hay clase los lunes.
Are there parties on Saturdays?,¿Hay fiestas los sábados?
Where is Thomas on Sundays?,¿Dónde está Tomás los domingos?
Thursday is Thanksgiving Day.,El jueves es el día de acción de gracias.
Tuesday is St. Valentine's Day.,El martes es el día del amor y la amistad.
We are in class on Wednesdays.,Estamos en clase los miércoles.
Where are you on Fridays?,¿Dónde estás los viernes?
January,enero
February,febrero
March,marzo
April,abril
May,mayo
June,junio
July,julio
August,agosto
September,septiembre
October,octubre
November,noviembre
December,diciembre
the summer,el verano
"the autumn, the fall",el otoño
the winter,el invierno
the spring[time],la primavera
the morning,la mañana
the afternoon,la tarde
"the night, the evening",la noche
town,el pueblo
"old, ancient",antiguo
archeologist,la arqueóloga
politician,el político
relaxing,relajante
during,durante
the year,el año
the tree,el árbol
the elevator,el ascensor
the airplane,el avión
the ballpoint pen,el bolígrafo
the bus,el bus
the countryside,el campo
the car,el coche
the room,el cuarto
the birthday,el cumpleaños
the day,el día
the money,el dinero
the building,el edificio
the baggage,el equipaje
the home,el hogar
the garden,el jardín
the ballpoint pen,el lapicero
the pencil,el lápiz
the message,el mensaje
the month,el mes
the child,el niño
the country,el país
the paper,el papel
the park,el parque
the newspaper,el periódico
the floor,el piso
the price,el precio
the noise,el ruido
the classroom,el salón
the place,el sitio
the dream,el sueño
the theater,el teatro
the theme,el tema
the trip,el viaje
the avenue,la avenida
the library,la biblioteca
the street,la calle
the shirt,la camiseta
the letter,la carta
the city,la ciudad
the kitchen,la cocina
"the check, the bill",la cuenta
the shower,la ducha
the entrance,la entrada
the stairs,la escalera
the school,la escuela
the party,la fiesta
the sentence,la frase
the people,la gente
the war,la guerra
the room,la habitación
the leaf,la hoja
the bookstore,la librería
the key,la llave
the medicine,la medicina
the music,la música
the play,la obra
the page,la página
the word,la palabra
the wall,la pared
the beach,la playa
the question,la pregunta
the door,la puerta
the exit,la salida
the health,la salud
the week,la semana
the homework,la tarea
the postcard,la tarjeta
tall,alto
kind,amable
friendly,amistoso
wide,ancho
"low, short [in height]",bajo
beautiful,bello
affectionate,cariñoso
blind,ciego
short [in length],corto
sweet,dulce
hard,duro
elegant,elegante
exciting,emocionante
special,especial
narrow,estrecho
faithful,fiel
lax,flojo
amusing,gracioso
deep,hondo
long,largo
slow,lento
free,libre
new,nuevo
proud,orgulloso
dangerous,peligroso
"heavy, dull",pesado
"rapid, fast",rápido
strange,raro
simple,sencillo
deaf,sordo
soft,suave
tranquil,tranquilo
while,mientras
or,o
but,pero
because,porque
if,si
and,y
the movies [in general],el cine
the film,la película
funny,cómico[a]
poverty,la pobreza
judge,el jurado
excited,emocionado
"award, prize",el premio
