word;answer
We need another chair.;Necesitamos otra silla.
Nuria has the virtue of listening without interrupting.;Nuria tiene la virtud de escuchar sin interrumpir.
I feel a lot of satisfaction when I travel.;Siento mucha satisfacción cuando viajo.
Do you want some scrambled eggs?;¿Quieres unos huevos revueltos?
Are you coming too?;¿Vos vas a venir también?
My car is very small.;Mi coche es muy chico.
Are you sure we have to go to Terminal 2?;¿Estás segura de que tenemos que ir a la terminal 2?
What do I do now?;¿Qué hago ahora?
The bicycle wheel is flat.;La rueda de la bicicleta está desinflada.
There are millions of users on social networks.;Hay millones de usuarios en redes sociales.
This Spanish book is very useful.;Este libro de español es muy útil.
The camp is very strict with the fulfillment of the norms.;El campamento es muy estricto con el cumplimiento de las normas.
My team is the new world champion.;Mi equipo es el nuevo campeón del mundo.
The police must defend the people.;La policía debe defender a la población.
Which ones are our bikes?;¿Cuáles son nuestras bicicletas?
The cake is already done.;La tarta ya está hecha.
Travelling puts things in perspective.;Los viajes ponen las cosas en perspectiva.
I must study harder.;Debo estudiar más.
You must follow the proper procedures.;Debes seguir los procedimientos adecuados.
There are shouts in the streets.;Hay gritos en las calles.
We are North American.;Nosotros somos norteamericanos.
We live on that avenue.;Vivimos en aquella avenida.
We must kill the weeds in the garden.;Debemos matar las malas hierbas del jardín.
Previously, we should make a plan.;Previamente, deberíamos hacer un plan.
Online learning is in the experimental stage.;El aprendizaje en línea está en etapa experimental.
Iñaki is very critical.;Iñaki es muy crítico.
Giselle is a very sweet girl.;Giselle es una muchacha muy dulce.
We have to change course.;Tenemos que cambiar el rumbo.
I am studying Architecture at university.;Estoy estudiando Arquitectura en la universidad.
It's not enough to want, you have to act.;No basta con querer, hay que hacer.
Tiago is in charge of a bar.;Tiago es encargado de un bar.
My bike is very fast.;Mi bicicleta es muy rápida.
We have won the championship!;¡Hemos ganado el campeonato!
My grandmother is very Catholic.;Mi abuela es muy católica.
I'm a digital content writer.;Soy redactor de contenidos digitales.
You cannot pass dangerous substances through customs control.;No puedes pasar sustancias peligrosas por la aduana.
You must return tomorrow.;Debes regresar mañana.
Creo que ese es un cantante famoso.;Creo que ese es un cantante famoso.
Emails are individual and private.;Los correos electrónicos son particulares y privados.
Does your son use the ball I gave him?;¿Tu hijo usa la pelota que le regalé?
We are waiting for the director's approval.;Estamos esperando la aprobación del director.
What time does the recital end?;¿A qué hora termina el recital?
Juana is on the verge of tears.;Juana está al borde de las lágrimas.
I am one meter and sixty-five centimeters tall.;Mido un metro y sesenta y cinco centímetros.
America is a continent, not a country.;América es un continente, no un país.
This movie is a classic.;Esta película es un clásico.
The orchestra is ready to play.;La orquesta está lista para tocar.
Hey, do you have the time?;Oye, ¿tienes hora?
You have to analyze the data carefully.;Hay que analizar los datos con cuidado.
The children tell the teacher what they did during the weekend.;Los niños le cuentan al maestro lo que hicieron durante el fin de semana.
The news is in all the newspapers.;La noticia está en todos los diarios.
I'm the owner of an apartment.;Soy dueño de un apartamento.
Román has new attitudes that I don't like.;Román tiene actitudes nuevas que no me gustan.
I'm going down to the kitchen, do you want something to drink?;Voy a bajar a la cocina, ¿quieres algo de beber?
I had a phone conversation with my cousin.;Tuve una conversación telefónica con mi prima.
