word;answer
I have full confidence in Marta.;Tengo confianza plena en Marta.
Clotilde is French.;Clotilde es francesa.
My eye hurts.;Me duele un ojo.
You must go to the corresponding office.;Debes dirigirte a la oficina correspondiente.
We are having an internal discussion.;Estamos teniendo una discusión interna.
The carnival begins tomorrow.;El carnaval empieza mañana.
DNA is inside our cells.;El ADN está dentro de nuestras células.
I am fully aware of the risks.;Soy perfectamente consciente de los riesgos.
Do you want sugar or sweetener?;¿Quiere azúcar o edulcorante?
I prefer to avoid the concentration of people.;Prefiero evitar la concentración de personas.
My back hurts a lot.;Me duele mucho la espalda.
My parents produce wine.;Mis padres producen vinos.
This is a democratic society.;Esta es una sociedad democrática.
What happens?;¿Qué sucede?
In this context, we must remain calm.;En este contexto, debemos permanecer tranquilos.
I want to paint the walls green.;Quiero pintar las paredes de verde.
What are the reasons why you want to resign?;¿Cuáles son los motivos por los que quieres renunciar?
History is within the social sciences.;La historia está dentro de las ciencias sociales.
Federico is Argentinian, but he lives in Madrid.;Federico es argentino, pero vive en Madrid.
The start of classes is on March 13.;El inicio de las clases es el 13 de marzo.
Miriam uses her own methods.;Miriam usa sus propios métodos.
What are you going to study when you’re older?;¿Qué vas a estudiar cuando seas mayor?
His interpretation of the law is biased.;Su interpretación de la ley es tendenciosa.
They take their child to the beach.;Ellos llevan a su hijo a la playa.
We want to reach the summit by tomorrow afternoon.;Queremos llegar a la cima mañana por la tarde.
The opening time is at five in the afternoon.;El horario de apertura es a las cinco de la tarde.
Is that city worth visiting?;¿Vale la pena visitar esa ciudad?
I want to believe his words, but it's hard.;Quiero creer en sus palabras, pero es difícil.
My vote is negative.;Mi voto es negativo.
It is important to participate in the assembly.;Es importante participar en la asamblea.
We must hear the voices of the less fortunate.;Debemos oír las voces de los menos afortunados.
I think we should buy more supplies.;Pienso que deberíamos comprar más provisiones.
You're an angel!;¡Eres un ángel!
My daughter is at the initial level.;Mi hija está en el nivel inicial.
In the countryside, we can see more stars.;En el campo, podemos ver más estrellas.
I'm on page forty.;Voy por la página cuarenta.
I have doubts about this matter.;Tengo dudas sobre este asunto.
Can you recognize your mother in this photograph?;¿Puedes reconocer a tu madre en esta fotografía?
We must act fast.;Debemos actuar rápido.
Jasmine has no real problems.;Jazmín no tiene problemas reales.
There is a direct train at nine in the morning.;Hay un tren directo a las nueve de la mañana.
Hugo is in charge of the sanitary facilities.;Hugo se encarga de las instalaciones sanitarias.
My car is full.;Mi automóvil está lleno.
Martín is an intellectual.;Martín es un intelectual.
There is a squirrel in the garden.;Hay una ardilla en el jardín.
The apartment is empty.;El apartamento está vacío.
In this valley wine is produced.;En este valle se produce vino.
Those three points form a triangle.;Esos tres puntos forman un triángulo.
My grandmother always asks me to buy her chocolates.;Mi abuela siempre me pide que le compre chocolates.
We need three vehicles to take everyone.;Necesitamos tres vehículos para llevar a todo el mundo.
There are matters that we have to solve.;Hay cuestiones que tenemos que resolver.
I feel a pain in my chest.;Siento un dolor en el pecho.
I have to ask you a favor.;Te tengo que pedir un favor.
We should form a football team.;Deberíamos formar un equipo de fútbol.
I have numerous friends in Mexico.;Tengo numerosos amigos en México.
I miss my parents.;Extraño a mis padres.
The forest is the main natural resource in this region.;El bosque es el recurso natural principal de esta región.
