word,answer
against,contra
but,sino
shape,forma
case,caso
nothing,nada
to do,hacer
general,general
I was / he was / she was / it was,estaba
a little / little,poco
these,estos
President,presidente
bigger / older,mayor
before / in the face of,ante
some / a few [M],unos
them,les
something,algo
to / towards,hacia
house,casa
they [M or mixed group],ellos
yesterday,ayer
done / fact,hecho
first [F],primera
a lot of [M],mucho
while,mientras
also / other than,además
who / whoever,quien
moment,momento
millions,millones
this [neutral],esto
cheese,queso
man,hombre
they are,están
well / since / then,pues
today,hoy
place,lugar
national,nacional
work / job,trabajo
"others / other [F, pl]",otras
better / best,mejor
new [M],nuevo
to say,decir
some [M or mixed group],algunos
then / so,entonces
"all / everyone [F, pl]",todas
days,días
has to / must,debe
politics / policy,política
how,cómo
almost,casi
all [F],toda
such,tal
later,luego
past,pasado
"first [before noun, M]",primer
half [M],medio
he goes / she goes / it goes,va
these [F],estas
I am / he/she/it is (subjunctive),sea
I/he/she/it had / used to have,tenía
never,nunca
can / to be able to / power,poder
here,aquí
to see,ver
times,veces
however,sin embargo
game / match,partido
people,personas
group,grupo
the check / the bill,cuenta
they can,pueden
they have,tienen
same [F],misma
new [F],nueva
which / that,cual
they were,fueron
woman,mujer
in front of / front / facing,frente
behind,tras
things,cosas
end,fin
city,ciudad
I have [aux],he
social,social
way,manera
to have,tener
system,sistema
he will be / she will be / it will be,será
story / history,historia
a lot of / many,muchos
kind / type,tipo
four,cuatro
inside / within,dentro
our [M],nuestro
