word,answer
Do you have a plan for the following days?,¿Tienes un plan para los siguientes días?
I don't have enough time to do everything.,No tengo tiempo suficiente para hacer todo.
Classes begin in March.,En marzo comienzan las clases.
I don't have skis of my own.,No tengo esquíes propios.
My parents give me lots of encouragement.,Mis padres me dan muchos ánimos.
I am a member of a movie club.,Soy miembro de un club de cine.
I work in a language institute.,Trabajo en un instituto de idiomas.
It is a right protected by the Constitution.,Es un derecho protegido por la Constitución.
I want to take a cooking course.,Quiero tomar un curso de cocina.
Linguists study language.,Los lingüistas estudian el lenguaje.
I like her style.,Me gusta su estilo.
Where is my pink notebook?,¿Dónde está mi cuaderno rosa?
This is an impossible mission.,Esta es una misión imposible.
"On this occasion, things will be different.","En esta ocasión, las cosas serán distintas."
"In this city, industry is central.","En esta ciudad, la industria es central."
I want to sit in the front.,Quiero sentarme adelante.
Where is the exit?,¿Dónde está la salida?
Science grows everyday.,La ciencia crece todos los días.
This is a very delicate matter.,Este es un asunto muy delicado.
This association protects the rights of immigrants.,Esta asociación protege los derechos de los inmigrantes.
Our interests are very different.,Nuestros intereses son muy distintos.
Is that ring made of gold?,¿Ese anillo es de oro?
"I have a question, professor.","Tengo una pregunta, profesor."
Pedro is from the opposition party.,Pedro es del partido de la oposición.
Are you going to go inside the house?,¿Vas a entrar a la casa?
"Madam, you dropped something.","Señora, se le ha caído algo."
I have a bad headache.,Tengo mucho dolor de cabeza.
There are several areas of the island that you must visit.,Hay varias zonas de la isla que debes visitar.
The best educational institutions are public.,Las mejores instituciones educativas son públicas.
I like happy subjects.,Me gustan los temas felices.
I like the frame more than the painting.,Me gusta más el marco que la pintura.
There are sectors of society that are very vulnerable.,Hay sectores de la sociedad que son muy vulnerables.
He always looks very sloppy.,Siempre tiene un aspecto muy desprolijo.
You have many reasons to travel.,Tienes muchas razones para viajar.
"I like the cover of the book, but not the content.","Me gusta la portada del libro, pero no el contenido."
Olga considers it her right.,Olga considera que es su derecho.
"There are too many people, let’s go elsewhere.","Hay mucha gente, vamos a otro lado."
Kevin doesn't have the will to work.,Kevin no tiene la voluntad de trabajar.
They say that statue brings good luck.,Dicen que esa estatua da buena suerte.
I live in a rural area.,Vivo en un área rural.
From time to time a squirrel shows up in the garden.,De tanto en tanto aparece una ardilla en el jardín.
Is this our bed?,¿Esta es nuestra cama?
"I always sleep with socks on, even in the summer.","Siempre duermo con calcetines, aun en verano."
Today Jorge presents his thesis.,Hoy Jorge presenta su tesis.
My wife is looking for a job.,Mi esposa busca empleo.
We are against all types of violence.,Estamos en contra de todo tipo de violencia.
These are the first flowers to bloom.,Son las primeras flores en florecer.
"I want a small pizza, please.","Quiero una pizza pequeña, por favor."
Bearing arms is not legal here.,Portar armas no es legal aquí.
You must make an effort.,Debes hacer un esfuerzo.
Human activity affects the environment.,La actividad humana afecta el medioambiente.
We have several possibilities for tonight.,Tenemos varias posibilidades para esta noche.
There are three health centers in the neighborhood.,Hay tres centros de salud en el barrio.
I am a professional translator.,Soy traductora profesional.
"Take this book, you'll like it.","Toma este libro, te gustará."
There are different ways to travel.,Hay distintas formas de viajar.
I don’t eat meat.,No como carne.
My daughter's name is Sara.,Mi hija se llama Sara.
I have a very particular problem.,Tengo un problema muy particular.
I have a job proposal for you.,Tengo una propuesta de trabajo para ti.
The fish is dead.,El pez está muerto.
Where can I see the prices of the drinks?,¿Dónde puedo ver precios de las bebidas?
My brother is a lawyer.,Mi hermano es abogado.
I want to try a new haircut.,Quiero probar un nuevo corte de cabello.
I am going through a very confusing phase.,Estoy en una etapa muy confusa.
My father always puts his children as a priority.,Mi padre siempre pone a sus hijos como una prioridad.
The students are very diverse.,Los alumnos son muy diversos.
We should pay a visit to your cousins.,Deberíamos hacer una visita a tus primos.
I do not understand the concept.,No entiendo el concepto.
I have too many patients this week.,Tengo demasiados pacientes esta semana.
How many types of pumpkin are there?,¿Cuántos tipos de calabaza hay?
Today I just want to rest.,Hoy solamente quiero descansar.
I want to travel forever.,Deseo viajar por siempre.
She is an expert in computer systems.,Ella es experta en sistemas informáticos.
My friends always find a way to have fun.,Mis amigos siempre encuentran la forma de divertirse.
