"id";"word";"answer"
"1";"Title: Evening At The Neighborhood Market";"Tarde En El Mercado Del Barrio"
"2";"I send a quick message to my sister.";" ""Envío un mensaje rápido a mi hermana."""
"3";"You prepare your shopping list. [sing, inf]";" ""Preparas tu lista de compras."""
"4";"We present our coupons at the counter.";" ""Presentamos nuestros cupones en la caja."""
"5";"They finish choosing vegetables for dinner.";" ""Terminan de escoger verduras para la cena."""
"6";"I start walking toward the fruit section.";" ""Inicio el camino hacia la sección de frutas."""
"7";"You visit the bakery for fresh bread. [pl]";" ""Visitan la panadería por pan fresco."""
"8";"We allow the kids to pick one snack.";" ""Permitimos que los niños elijan una botana."""
"9";"They receive samples of new products.";" ""Reciben muestras de productos nuevos."""
"10";"You sell handmade soaps at a small stand. [sing, formal]";" ""Vende jabones artesanales en un puestecito."""
"11";"We understand the prices on the signs.";" ""Comprendemos los precios en los letreros."""
"12";"I answer the vendor’s question politely.";" ""Respondo la pregunta del vendedor con cortesía."""
"13";"They study the labels for ingredients.";" ""Estudian las etiquetas para ver los ingredientes."""
"14";"You meet your friend near the fruit aisle. [sing, inf]";" ""Cumples con ver a tu amigo cerca del pasillo de frutas."""
"15";"We care about buying fresh produce.";" ""Cuidamos comprar productos frescos."""
"16";"I wish for a calm evening at the market.";" ""Deseo una tarde tranquila en el mercado."""
"17";"They enjoy the smell of warm bread.";" ""Disfrutan el olor del pan calientito."""
"18";"You save a few pesos with your coupons. [pl]";" ""Guardan unos pesos con sus cupones."""
"19";"She improves her recipe with new spices.";" ""Mejora su receta con especias nuevas."""
"20";"We note the best prices for next time.";" ""Notamos los mejores precios para la próxima vez."""
"21";"They see the vendor observing the crowd.";" ""Observan al vendedor ver a la gente."""
"22";"You deliver the basket to the cashier. [sing, formal]";" ""Entrega la canasta a la cajera."""
"23";"I send the receipt to my phone.";" ""Mando el recibo a mi celular."""
"24";"We mention the sale to our neighbors.";" ""Mencionamos la oferta a nuestros vecinos."""
"25";"They inform the customers about a discount.";" ""Informan a los clientes sobre un descuento."""
"26";"You explain your recipe to a friend. [sing, inf]";" ""Explicas tu receta a un amigo."""
"27";"I am going to prepare dinner soon.";" ""Voy a preparar la cena pronto."""
"28";"They are going to visit another stand.";" ""Van a visitar otro puesto."""
"29";"We are going to finish shopping quickly.";" ""Vamos a terminar las compras rápido."""
