word;answer
I am a freelance journalist.;Soy un periodista independiente.
There are several open positions in my company.;Hay varias posiciones abiertas en mi empresa.
I have a date with Ana tonight.;Esta noche tengo una cita con Ana.
My company has only five employees.;Mi empresa tiene solo cinco empleados.
Juan works in an advertising agency.;Juan trabaja en una agencia de publicidad.
There is a lot of tension between you two.;Hay mucha tensión entre vosotros.
I don't want to look at more photos of your cat.;No quiero mirar más fotos de tu gato.
Your polenta is delicious!;¡Tu polenta está muy rica!
I like Mexican hip hop.;Me gusta el hip hop mexicano.
I have several dress models for you to try on.;Tengo varios modelos de vestido para que te pruebes.
Governments change every four years.;Los gobiernos cambian cada cuatro años.
Your screams are a nuisance to the rest of us.;Tus gritos constituyen una molestia para el resto de nosotros.
I have absolute confidence in Rosa.;Tengo absoluta confianza en Rosa.
The weather is very weird around here.;El clima es muy extraño por aquí.
We have a similar criterion for choosing clothes.;Tenemos un criterio similar para elegir ropa.
I am Latina, but my father is Spanish.;Yo soy latina, pero mi padre es español.
The band continues to play.;La banda continúa tocando.
Your kitchen is very spacious.;Tu cocina es muy amplia.
In my journal, I record everything that happens to me during the day.;En mi diario, registro todo lo que me ocurre durante el día.
This is my homeland, I don't want to leave.;Esta es mi patria, no quiero marcharme.
The company has many resources.;La empresa posee muchos recursos.
Do you want to serve the ice cream?;¿Quieres servir el helado?
I want to build my own house.;Quiero construir mi propia casa.
I have the complete collection.;Tengo la colección completa.
I have personal problems.;Tengo problemas personales.
The environmental impact must be reduced.;Hay que reducir el impacto ambiental.
We should develop an app.;Deberíamos desarrollar una app.
What is the scope of your project?;¿Cuál es el alcance de tu proyecto?
What’s your favorite sport?;¿Cuál es tu deporte preferido?
Let's make a pact.;Hagamos un pacto.
I do not like alcohol.;No me gusta el alcohol.
There is no magic formula to be successful.;No hay una fórmula mágica para ser exitoso.
The book is on the bottom shelf.;El libro está en el estante inferior.
Let the experts comment on the issue.;Deja que los expertos opinen sobre el tema.
He is a foreigner, but he is not a refugee.;Él es extranjero, pero no es refugiado.
What are you saying?;¿Qué estás diciendo?
We must not forget the water.;No debemos olvidar el agua.
What are you thinking?;¿En qué estás pensando?
The safe code is 1234.;El código de la caja fuerte es 1234.
International cooperation is essential.;La cooperación internacional es fundamental.
Take a picture of that landscape!;¡Toma una fotografía de ese paisaje!
I am a criminal lawyer.;Soy abogado penal.
They are showing a very good movie on TV.;Están pasando una película muy buena por la tele.
At this time of the year there is a lot of tourism.;En este momento del año hay mucho turismo.
My cousin visits me often.;Mi prima me visita a menudo.
The Spanish omelette is made with potatoes and eggs.;La tortilla se hace con papa y huevo.
Lucas and Marina are very popular at school.;Lucas y Marina son muy populares en la escuela.
How can I get to the train station?;¿Cómo puedo llegar a la estación de tren?
Come quickly, I have something to show you.;Ven rápidamente, tengo algo que mostrarte.
I want to read the sports section of the newspaper.;Quiero leer la sección de deportes del periódico.
We are in the middle of a negotiation.;Estamos en medio de una negociación.
Do you play any instrument?;¿Tocas algún instrumento?
How long does the movie last?;¿Cuánto dura la película?
What is the meaning of this word?;¿Cuál es el significado de esta palabra?
The light intensity can be regulated.;La intensidad de la luz puede regularse.
There are multiple mobile models from which you can choose.;Hay múltiples modelos de móviles entre los que puedes elegir.
Lentils have a lot of iron.;Las lentejas tienen mucho hierro.
My niece Maia is eleven years old.;Mi sobrina Maia tiene once años.
Say what you think.;Di lo que piensas.
The old woman lives in solitude.;La anciana vive en soledad.
Raúl is watching television.;Raúl está mirando la televisión.
Frida plays several instruments.;Frida toca varios instrumentos.
