"id";"word";"answer"
"1";"Title: The Friendly House";"La Casa Amistosa"
"2";"I return home after a long walk.";"Regreso a casa después de una caminata larga."
"3";"We revisit the idea of painting the living room.";"Volvemos a visitar la idea de pintar la sala."
"4";"They finish cleaning the patio.";"Ellos terminan de limpiar el patio."
"5";"He plays a short tune on his guitar.";"Él toca una melodía corta en su guitarra."
"6";"You drink lemonade on the porch.";"Tomas limonada en el porche."
"7";"My parents work in the garden quietly.";"Mis papás trabajan en el jardín en silencio."
"8";"She uses a small brush for details.";"Ella usa una brochita para los detalles."
"9";"Friends visit us with snacks.";"Amigos nos visitan con botanas."
"10";"Only a little paint remains in the can.";"Solo queda un poco de pintura en la lata."
"11";"Tonight we are going to finish the last wall.";"Esta noche vamos a terminar la última pared."
