"word";"answer"
"I sing";"yo canto"
"I don't sing";"yo no canto"
"I don't want to sing";"yo no quiero cantar"
"nothing";"nada"
"no one";"nadie"
"never";"nunca"
"never";"jamás"
"not one";"ninguno"
"something";"algo"
"someone";"alguien"
"sometimes";"a veces, algunas veces"
"always";"siempre"
"some";"alguno"
"I have nothing in my bag";"No tengo nada en mi bolsa"
"She doesn't understand anything";"Ella no entiende nada"
"Do you have something for her?";"¿Tienen Uds. algo para ella?"
"No, we have nothing";"No, no tenemos nada"
"She doesn't want to do anything";"Ella no quiere hacer nada"
"We are not going to write anything";"No vamos a escribir nada"
"The book is somewhat interesting";"El libro es algo interesante"
"The book is not interesting at all";"El libro no es nada interesante"
"Is there someone here?";"¿Hay alguien aquí?"
"No, there is no one";"No, no hay nadie"
"No one is coming to my party";"No viene nadie a mi fiesta"
"No one wants to cook tonight";"Nadie quiere cocinar esta noche"
"No one knows where the train is";"Nadie sabe donde está el tren"
"She never talks; she is very shy";"Ella no habla nunca; es muy tímida"
"He never dances";"Él no baila jamás"
"The boy never practices the piano";"El niño nunca practica el piano"
"I never drink coffee with sugar";"Jamás bebo café con azúcar"
"There is no hotel in this city";"No hay ningún hotel en esta ciudad"
"We have no idea";"No tenemos ninguna idea"
"We don't have any vacation in August";"No tenemos ningunas vacaciones en agosto"
"Not one boy is going to the beach";"Ningún muchacho va a la playa"
"Not one person arrives late for the class";"Ninguna persona llega tarde para la clase"
"He smokes neither cigarettes nor cigars";"Él no fuma ni cigarrillos ni cigarros"
"She buys neither magazines nor newspapers";"Ella no compra ni revistas ni periódicos"
"He doesn't have more than one hundred dollars in the bank";"Él no tiene más que cien dólares en el banco"
"He has more than 100 dollars in the bank";"Él tiene más de cien dólares en el banco"
"neither, either";"tampoco"
"She never goes to the movies";"Ella nunca va al cine"
"I don't go either";"Yo no voy tampoco"
"He doesn't understand the lesson";"Él no entiende la lección"
"Neither do I";"Ni yo tampoco"
"I am not a teacher, but rather a student";"Yo no soy profesor, sino estudiante"
"They are not Cubans, but rather Spaniards";"Ellos no son cubanos, sino españoles"
"We don't sell, but rather we buy";"No vendemos, sino compramos"
"Thanks for the gift";"Gracias por el regalo"
"You're welcome";"De nada./No hay de que"
"She no longer wants to work";"Ella ya no quiere trabajar"
"Can you pay the bill?";"¿Puede Ud. pagar la cuenta?"
"Not now";"Ahora no"
"Are you ready?";"¿Están Uds. listos?"
"Not yet";"Todavía no"
"He doesn't even know how to write";"Él ni siquiera sabe escribir"
"He answers without knowing anything";"Él contesta sin saber nada"
"Elena doesn't cook well, but her husband thinks that it's not such a big deal";"Elena no cocina bien, pero su esposo piensa que no es para tanto"
"Maria plays the piano, but she almost never practices";"María toca el piano, pero casi nunca practica"
"Sylvia wants to travel more than anything";"Silvia quiere viajar más que nada"
"Paula has a house in the mountains, nothing more";"Paula tiene una casa en las montañas, nada más"
"I never receive any letter from anybody";"No recibo nunca ninguna carta de nadie"
"He never asks anything of anybody";"Él jamás pide nada a nadie"
"They don't want to travel ever again";"Ellos no quieren viajar nunca jamás"
"at, to";"a"
"with";"con"
"of, from, about";"de"
"in, on";"en"
"for, in order to";"para"
"without";"sin"
"She studies in order to learn";"Ella estudia para aprender"
"He speaks without thinking";"Él habla sin pensar"
"He has a book for the class";"Él tiene un libro para la clase"
"The book is for her";"El libro es para ella"
"Before swimming, she wants to eat";"Antes de nadar, ella quiere comer"
"Before the class, they study";"Antes de la clase, ellos estudian"
"After running, they are thirsty";"Después de correr, ellos tienen sed"
"After the meal, he goes home";"Después de la comida, él va a casa"
"Instead of running, he prefers to walk";"En vez de correr, él prefiere caminar"
"In addition to being brave, she is nice";"Además de ser valiente, ella es simpática"
"In spite of being sick, he goes to work";"A pesar de estar enfermo, él va al trabajo"
"against";"contra"
"during";"durante"
"between, among";"entre"
"except";"excepto"
"toward";"hacia"
"except";"salvo"
"according to";"según"
"above, on top of, about [a theme or topic]";"sobre"
"until";"hasta"
"since, from [a point of departure in place or time]";"desde"
"toward the rear";"hacia atrás"
"toward the front";"hacia adelante"
"upward";"hacia arriba"
"downward";"hacia abajo"
"The pan is on top of the stove";"El sartén está sobre la estufa"
"The author writes about history";"El autor escribe sobre la historia"
"We are going to the movies about eight o'clock";"Vamos al cine sobre las ocho"
"I see the river from my window";"Veo el río desde mi ventana"
"She works from seven o'clock in the morning until three in the afternoon";"Ella trabaja desde las siete de la mañana hasta las tres de la tarde"
"next to";"al lado de"
"around";"alrededor de"
"near";"cerca de"
"underneath";"debajo de"
"under [more figurative than debajo de]";"bajo"
"before, in front of [physical location]";"delante de"
"before, in front of, in the presence of";"ante"
"inside of";"dentro de"
"behind";"detrás de"
"after [in a set of expressions]";"tras"
"on top of";"encima de"
"in front of, opposite, facing, across from";"enfrente de, frente a"
"outside of";"fuera de"
"close to, right next to";"junto a, pegado a"
"far from";"lejos de"
"for him";"para él"
"for her";"para ella"
"for them [m.]";"para ellos"
"for them [f.]";"para ellas"
"for you [sing.]";"para Ud."
"for you [pl.]";"para Uds."
"for us";"para nosotros"
"for you";"para vosotros"
"for me";"para mí"
"for you";"para ti"
"between you and me";"entre tú y yo"
"except you and me";"menos tú y yo"
"except you and me";"excepto tú y yo"
"according to you";"según tú"
"including me";"incluso yo"
"except me";"salvo yo"
"with me";"conmigo"
"with you";"contigo"
"with yourself, with himself, with herself, with themselves";"consigo"
"The robber leaves through the window";"El ladrón sale por la ventana"
"We prefer to travel by plane";"Preferimos viajar por avión"
"He sends messages by e-mail";"Él manda mensajes por correo electrónico"
"The plant is green because of the chlorophyll";"La planta es verde por la clorofila"
"He is sad because of the bad weather";"Él está triste por el mal clima"
"She doesn't want to talk out of fear";"Ella no quiere hablar por miedo"
"They learn well because of you";"Ellas aprenden bien por ti"
"I pay $10 [in exchange] for this dress";"Pago diez dólares por este vestido"
