word;answer
directed / addressed [F];dirigida
axis;eje
variety;variedad
easily;fácilmente
song;canción
quantities / amounts;cantidades
orientation / direction;orientación
photos / pictures;fotos
to define;definir
masses / mass;masas
tobacco;tabaco
adventure;aventura
next [F, pl];próximas
I could [past];pude
I/he/she/it arrived [impf];llegaba
acquaintances / known;conocidos
roots;raíces
gravity;gravedad
targets / white [M, pl];blancos
city hall / municipality;municipio
rice;arroz
potential;potencial
islands;islas
goals;goles
opportunities;oportunidades
they were;estuvieron
gentleman;caballero
to place;colocar
comments;comentarios
depth;profundidad
understanding / comprehension;comprensión
landscape;panorama
revolutionary;revolucionario
synthesis;síntesis
searching / looking for;buscando
dependence;dependencia
spring;primavera
he/she/it increases;aumenta
he/she/it manifests / expresses;manifiesta
fruit;fruto
brilliant;brillante
dates;fechas
tower;torre
darkness / dark;oscuridad
announcement;anuncio
intellectuals;intelectuales
extension / expansion;ampliación
conservation;conservación
he/she/it starts / begins;inicia
he/she/it reached / fulfilled;alcanzó
he/she/it demonstrates;demuestra
rooms;salas
vital;vital
they could / were able to;pudieron
races / careers;carreras
flavour / taste;sabor
combat;combate
effectively / sure enough;efectivamente
tears;lágrimas
decrease;disminución
he/she/it poses;plantea
provincial;provincial
I/he/she/it looked [impf];miraba
located [M];situado
horses;caballos
proteins;proteínas
library;biblioteca
recent [pl];recientes
outside;afuera
rates;tasas
he/she/it rises / gets up;levanta
fourth [F];cuarta
mug;taza
conclusions;conclusiones
they need;necesitan
negative [F];negativa
diet;dieta
reached / attained;alcanzado
to go / to walk;andar
he/she/it highlighted / pointed out;destacó
pillar;pilar
flower;flor
sufficient / enough [pl];suficientes
existing [pl];existentes
they use;utilizan
ceremony;ceremonia
lawyers;abogados
they keep / remain;mantienen
Castilian;castellano
lived;vivido
they represent;representan
cameras;cámaras
to appear / to show up;aparecer
gods;dioses
programming;programación
doctor / medical [F];médica
options;opciones
permission;permiso
green [pl];verdes
messages;mensajes
