word;answer
plain / full [F];plena
I/he/she/it came [imperfect];venía
he/she/it made / performed;realizó
French [F];francesa
legal;legal
he/she/it opened;abrió
joy;alegría
eye;ojo
happened [participle];ocurrido
come back / returned [participle];vuelto
deputy;diputado
corresponding;correspondiente
internal [F];interna
musical;musical
seconds;segundos
recently;recientemente
he/she/it begins / starts;empieza
decree;decreto
he/she/it seemed;pareció
cells;células
they normally / usually;suelen
perfectly;perfectamente
sugar;azúcar
investments;inversiones
concentration;concentración
back;espalda
they produce;producen
democratic [F];democrática
he/she/it responded / answered;respondió
it happens;sucede
context;contexto
clearly;claramente
walls;paredes
reasons / motives;motivos
sciences;ciencias
I had;tuve
Argentinian;argentino
start / beginning;inicio
markets;mercados
methods;métodos
to study;estudiar
interpretation;interpretación
cultural [pl];culturales
prison;prisión
they take;llevan
large / wide;amplio
we want;queremos
opening;apertura
fingers / toes;dedos
it is worth;vale la pena
to believe;creer
vote;voto
to participate;participar
corruption;corrupción
historical / historic [F];histórica
dad;papá
voices;voces
I think / I believe;pienso
angel;ángel
initial;inicial
scale;escala
stars;estrellas
page;página
fear;temor
found [participle];encontrado
purchase;compra
he/she/it thought;pensó
doubts;dudas
to recognize;reconocer
maximum [F];máxima
to act;actuar
real / royal [pl];reales
universe;universo
direct;directo
negotiations;negociaciones
facilities;instalaciones
articles;artículos
appliance;aparato
full [M];lleno
intellectual;intelectual
digits / ciphers;cifras
garden;jardín
empty;vacío
cycle;ciclo
valley;valle
I/he/she/it thought [imperfect];pensaba
they form;forman
leader;dirigente
he/she/it asks for;pide
vehicles;vehículos
matters;cuestiones
setting / sunset;puesta
he/she/it called;llamó
he/she/it showed;mostró
chest;pecho
honor;honor
to ask for;pedir
to form;formar
numerous / several;numerosos
surely;seguramente
strange / I miss;extraño
resource;recurso
