word,answer
The bed is big.,La cama es grande.
María is at the park.,María está en el parque.
This city is interesting and pretty.,Esta ciudad es interesante y linda.
The taxis are yellow.,Los taxis son amarillos.
The flowers are blue.,Las flores son azules.
Pedro is my cousin.,Pedro es mi primo.
This is my car.,Este es mi coche.
The store is between the casino and the hotel.,La tienda está entre el casino y el hotel.
Everything is ready.,¡Ya está todo listo!
This is my bed.,Esta es mi cama.
Juana is very tall.,Juana es muy alta.
The dog is sleeping.,El perro está durmiendo.
My family lives in the US.,Mi familia vive en Estados Unidos.
That’s not true.,¡Eso no es cierto!
That dish is very good.,Ese plato está muy rico.
Do you have to leave now?,¿Tienes que irte ahora?
There is a sandwich for each one of us.,Hay un sándwich para cada uno de nosotros.
Clara and Inés are my sisters.,Clara e Inés son mis hermanas.
In my whole life I haven’t seen such a view.,En toda mi vida no vi un paisaje así.
I want another drink.,Quiero otro trago.
Do you have other plans?,¿Tienes otros planes?
That is my backpack.,Esa es mi mochila.
That’s not true.,¡Eso no es cierto!
I am so tired that I will take a nap.,Estoy tan cansado que dormiré una siesta.
I will always remember you.,Siempre te recordaré.
What day is it today?,¿Qué día es hoy?
Ella is my wife.,Ella es mi esposa.
"Yes, I want to go.","Sí, quiero ir."
It’s a big city.,¡Es una gran ciudad!
I love this country.,Amo este país.
"Please, make less noise!","¡Hagan menos ruido, por favor!"
I want to travel around the world.,Quiero viajar por todo el mundo.
