"id";"word";"answer"
"1";"Title: Morning At The Tech Workshop";"Mañana En El Taller Tecnológico"
"2";"I develop a simple idea for the project.";" ""Desarrollo una idea sencilla para el proyecto."""
"3";"You create a small folder for the files. [sing, inf]";" ""Creas una carpetita para los archivos."""
"4";"We decide the order of the tasks.";" ""Decidimos el orden de las tareas."""
"5";"They consider different options for the design.";" ""Consideran diferentes opciones para el diseño."""
"6";"I affect the layout by moving one button.";" ""Afecto el diseño al mover un botón."""
"7";"You accept the new instructions. [sing, formal]";" ""Acepta las nuevas instrucciones."""
"8";"We claim that the plan is clear.";" ""Afirmamos que el plan está claro."""
"9";"They add more details to the document.";" ""Agregan más detalles al documento."""
"10";"You increase the size of the image. [pl]";" ""Aumentan el tamaño de la imagen."""
"11";"We advance slowly but steadily.";" ""Avanzamos despacio pero con constancia."""
"12";"I warn the group about a small error.";" ""Aviso al grupo sobre un pequeño error."""
"13";"They download the updated version.";" ""Bajan la versión actualizada."""
"14";"You base your notes on the example. [sing, inf]";" ""Basas tus notas en el ejemplo."""
"15";"We cause a change by updating the file.";" ""Causamos un cambio al actualizar el archivo."""
"16";"They celebrate the progress so far.";" ""Celebran el progreso hasta ahora."""
"17";"I quote the main idea from the guide.";" ""Cito la idea principal de la guía."""
"18";"You place the icons in the correct spot. [sing, formal]";" ""Coloca los íconos en el lugar correcto."""
"19";"We comment on the new layout.";" ""Comentamos sobre el nuevo diseño."""
"20";"They confirm the final version.";" ""Confirman la versión final."""
"21";"You answer the last question. [pl]";" ""Contestan la última pregunta."""
"22";"I continue with the next section.";" ""Continúo con la siguiente sección."""
"23";"We check the file for mistakes.";" ""Controlamos el archivo para ver errores."""
"24";"They run a quick test on the app.";" ""Corren una prueba rápida en la app."""
"25";"You correspond with the support team. [sing, inf]";" ""Correspondes con el equipo de soporte."""
"26";"I am going to create a backup later.";" ""Voy a crear un respaldo más tarde."""
"27";"They are going to download the final file.";" ""Van a bajar el archivo final."""
"28";"We are going to celebrate when we finish.";" ""Vamos a celebrar cuando terminemos."""
