"Title: The Family Weekend";"El Fin de Semana Familiar"
"We win a free dessert at our favorite restaurant.";"Ganamos un postre gratis en nuestro restaurante favorito."
"My parents talk with the waiter about the menu.";"Mis papás hablan con el mesero sobre el menú."
"I try a new drink with fresh fruit.";"Intento una bebida nueva con fruta fresca."
"They invite the grandparents to join us.";"Invitan a los abuelos a acompañarnos."
"The kids wash their hands before eating.";"Los niños se lavan las manos antes de comer."
"The cooks clean the counter between orders.";"Los cocineros limpian la barra entre pedidos."
"My aunt calls to say she is close.";"Mi tía llama para decir que ya está cerca."
"She arrives with a big smile.";"Ella llega con una sonrisa grande."
"We carry leftovers home for later.";"Llevamos comida sobrante a casa para más tarde."
"Tomorrow we are going to send photos to the whole family.";"Mañana vamos a mandar fotos a toda la familia."
