word;answer
differences;diferencias
familiar / relative;familiar
kilometers;kilómetros
bad / evil [F];mala
fundamental;fundamental
enormous / huge;enorme
they can [subjunctive];puedan
lines;líneas
he/she/it offers;ofrece
commercial;comercial
bread;pan
air / airs / look;aires
professor / teacher;profesor
investment;inversión
municipal;municipal
declarations / statements;declaraciones
officials;funcionarios
waters;aguas
responsible;responsable
Saturday;sábado
some;alguno
federal;federal
he/she/it points out;señala
conflict;conflicto
joy / said;dicha
leaders;dirigentes
to change;cambiar
surface / area;superficie
he/she/it needs;necesita
students;estudiantes
so many [M];tantos
punch / blow;golpe
public [M, pl];públicos
public [F, pl];públicas
teams / equipments;equipos
literature;literatura
tests;pruebas
circumstances;circunstancias
you have;tienes
document / file;documento
party;fiesta
simply / just;simplemente
oil;aceite
to establish / set;establecer
doctors;médicos
you are;eres
local [pl];locales
he/she/it started / began;empezó
poor;pobre
I/he/she/it should;debería
he/she/it took;llevó
parliament;parlamento
territory;territorio
he/she/it goes out / comes out;sale
thirty;treinta
car;coche
classes;clases
he/she/it claims;afirma
officers;oficiales
dialogue;diálogo
respect;respeto
treaty / tried [participle];tratado
he/she/it used to take [imperfect];llevaba
magazine;revista
wine glass;copa
painting / paint;pintura
names;nombres
purpose;propósito
milk;leche
present;actualidad
it constitutes;constituye
task / homework;tarea
to reach;alcanzar
competition / competence;competencia
norms;normas
silver / money;plata
neighbours;vecinos
phenomenon;fenómeno
intention;intención
giving;dando
deputies;diputados
judicial;judicial
any / anyone;cualquiera
faith;fe
day;jornada
to win;ganar
candidate;candidato
heat / hot;calor
hope;esperanza
just now / recently;recién
he/she/it normally... / usually...;suele
thousands;miles
rhythm;ritmo
he/she/it lives;vive
maybe / perhaps;quizás
steps;pasos
sensation;sensación
representation;representación
presidency;presidencia
triumph;triunfo
