word;answer
evaluation;evaluación
machine;máquina
official;funcionario
to point out;señalar
residency;residencia
absolutely;absolutamente
pain;dolor
he/she/it was born;nació
encouragement / cheer up;ánimo
roads;caminos
tournament;torneo
to finish / to end;acabar
failure;fracaso
journey / route;recorrido
it contains;contiene
efficiency;eficacia
cops / policemen;policías
concrete / specific;concreto
to determine;determinar
to have [aux];haberse
rules;reglas
rivers;ríos
writing / newsroom;redacción
location / town;localidad
schools;escuelas
different [F];distinta
followed [F];seguida
landscape;paisaje
to check;comprobar
numerous [F, pl];numerosas
growing;creciente
they would be;serían
crime;crimen
he/she/it knew;conocía
painter [M];pintor
hers/his/its;suya
definitely;definitivamente
properties;propiedades
closure;cierre
judges;jueces
to offer;ofrecer
he/she/it would be;estaría
frontier / border;frontera
virgin;virgen
classification;clasificación
municipal;municipales
navy;marina
grandmother;abuela
components;componentes
right / adequate [F];adecuada
he/she/it turned out;resultó
waiting;esperando
dark [M];oscuro
similar [M];parecido
detained / stopped / arrested [M];detenido
expense;gasto
bad [M];malo
pure [F];pura
researchers;investigadores
charges;cargos
he/she/it fell;cayó
I/he/she/it passed / happened;pasaba
to abandon;abandonar
mountain range / saw;sierra
lime;lima
he/she/it appeared / showed up;apareció
secretary [F];secretaria
pause;pausa
practices / internship;prácticas
polite;cortés
following;siguiendo
conclusion;conclusión
he/she/it turned into / became;convirtió
hypothesis;hipótesis
editorial;editorial
oil;petróleo
they are;estén
beach;playa
winter;invierno
agreement;convenio
childish / for children;infantil
extension;extensión
oven;horno
limit;límite
chosen [M];elegido
contest;concurso
probable / likely;probable
to observe;observar
deficit;déficit
he/she/it recognizes / acknowledges;reconoce
annual;anual
working;trabajando
he/she/it responds / replies / answers;responde
train;tren
presidential;presidencial
train tracks;vías
interested [M, sing];interesado
supreme [M];supremo
enemy;enemigo
respectively;respectivamente
