word;answer
Ricardo is a state official.;Ricardo es funcionario del Estado.
Thirty elderly live in the residence.;En la residencia viven treinta ancianos.
I am absolutely convinced that Agustín is lying.;Estoy absolutamente convencido de que Agustín miente.
I have joint pain.;Tengo dolor en las articulaciones.
You must finish your vegetables.;Debes acabar tus vegetales.
Our route is planned.;Tenemos el recorrido planeado.
The bottle contains orange juice.;La botella contiene jugo de naranja.
I am concerned with both effectiveness and efficiency.;Me preocupa tanto la eficacia como la eficiencia.
You must propose a specific plan.;Debes proponer un plan concreto.
Do you know the rules of this game?;¿Conoces las reglas de este juego?
The two rivers meet before emptying into the sea.;Los dos ríos se unen antes de desembocar en el mar.
I must improve my writing.;Debo mejorar mi redacción.
Gonnet is a very small town.;Gonnet es una localidad muy pequeña.
This situation is different.;Esta situación es distinta.
We must check all the facts narrated by the witness.;Debemos comprobar todos los hechos narrados por el testigo.
There is a growing population of opossums.;Hay una población creciente de zarigüeyas.
That mug is not mine, it's hers.;Esa taza no es mía, es suya.
Mr. González owns several properties in Madrid.;El señor González es dueño de varias propiedades en Madrid.
Judges must be completely impartial.;Los jueces deben ser completamente imparciales.
You must offer the guests something to drink.;Debes ofrecer algo de beber a los invitados.
We must cross the border.;Debemos cruzar la frontera.
These olive trees produce extra virgin olive oil.;Con estos olivos se produce aceite de oliva extra virgen.
The team classification depends on this match.;La clasificación del equipo depende de este partido.
There are several municipal events during this month.;Hay varios eventos municipales durante este mes.
Hugo works in the Navy.;Hugo trabaja en la marina.
The order of the components does not alter the product.;El orden de los componentes no altera el producto.
We are waiting for a miracle.;Estamos esperando un milagro.
Your briefcase is similar to mine.;Tu maletín es parecido al mío.
That video is very bad.;Ese video es muy malo.
The researchers are confused.;Los investigadores están confundidos.
Only a monster can abandon a dog.;Solo un monstruo puede abandonar un perro.
I want a slice of lime.;Quiero una rodaja de lima.
This is Belén, my secretary.;Esta es Belén, mi secretaria.
Luis is very polite.;Luis es muy cortés.
I'm following you on Instagram.;Te estoy siguiendo en Instagram.
I have a hypothesis.;Tengo una hipótesis.
I am working on an editorial project.;Estoy trabajando en un proyecto editorial.
Oil dominates the economy.;El petróleo domina la economía.
Let’s go to the beach.;Vamos a la playa.
Winter is not very cold around here.;El invierno no es muy frío por aquí.
Lisa is a little childish.;Lisa es un poco infantil.
I like to observe nature.;Me gusta observar la naturaleza.
The country is in a deficit.;El país está en déficit.
Blanca acknowledges that she has a problem.;Blanca reconoce que tiene un problema.
The association holds an annual celebration.;La asociación hace una celebración anual.
I am working.;Estoy trabajando.
The train has a dining car.;El tren tiene un vagón comedor.
This is the presidential suite.;Esta es la suite presidencial.
I am not interested in your opinion.;No estoy interesado en tu opinión.
My dog has an enemy.;Mi perro tiene un enemigo.
