word;answer
not;no
more;más
hardly;apenas
also;también
already;ya
very;muy
basically;básicamente
only;solo
later;después
now;ahora
thus;así
well;bien
always;siempre
before;antes
SO;tan
how;cómo
yes;sí
today;hoy
then;entonces
then;luego
in addition;además
never;nunca
almost;casi
sparsely;poco
here;aquí
least;menos
such;tanto
however;sin embargo
a lot;mucho
still;aún
within;dentro
yesterday;ayer
there;allí
inclusive;incluso
there;ahí
loudly;ruidosamente
still;todavía
even;hasta
nor;tampoco
near;cerca
there;allá
barely;apenas
perhaps;a lo mejor
carefully;cuidadosamente
soon;pronto
normally;normalmente
out;fuera
behind;atrás
above;encima
afternoon;tarde
finally;finalmente
especially;especialmente
maybe;tal vez
far;lejos
too;demasiado
maybe;quizá
badly;mal
perfectly;perfectamente
quite a lot;bastante
daily;diariamente
forward;adelante
back;detrás
likewise;igual
not even;ni siquiera
first;primero
currently;actualmente
as well as;así como
precisely;precisamente
up;arriba
actually;realmente
never;jamás
maybe;quizás
just;recién
also;asimismo
however;no obstante
with difficulty;difícilmente
around;alrededor
only;solamente
even;aun
of course;por supuesto
in front;delante
below;abajo
not at all;para nada
easily;fácilmente
simply;simplemente
directly;directamente
slowly;lentamente
under;debajo
therefore;por tanto
mainly;principalmente
therefore;por lo tanto
totally;totalmente
often;a menudo
at least;por lo menos
here;acá
probably;probablemente
practically;prácticamente
surely;seguramente
frequently;frecuentemente
approximately;aproximadamente
completely;completamente
later;posteriormente
again;nuevamente
finally;por fin
equally;igualmente
never;jamás
perhaps;acaso
just;justo
recently;recientemente
kindly;por favor
quickly;rápidamente
only;únicamente
outside;afuera
respectively;respectivamente
immediately;inmediatamente
exactly;exactamente
clearly;claramente
generally;generalmente
perfectly;perfectamente
right away;enseguida
early;temprano
inside;adentro
