word,answer
I drink [tomar],tomo
"You drink [tomar, sing, inf]",tomas
"He, she, you drink [tomar, sing; you=formal 'usted']",toma
We drink [tomar],tomamos
They drink [tomar],toman
I clean [limpiar],limpio
"You clean [limpiar, sing, inf]",limpias
"He, she, you clean [limpiar, sing; you=formal 'usted']",limpia
We clean [limpiar],limpiamos
They clean [limpiar],limpian
I visit [visitar],visito
"You visit [visitar, sing, inf]",visitas
"He, she, you visit [visitar, sing; you=formal 'usted']",visita
We visit [visitar],visitamos
They visit [visitar],visitan
