word;answer
Participants must follow the rules of the game.;Los participantes deben seguir las reglas del juego.
My profession is very unusual.;Mi profesión es muy inusual.
There are long lines to enter the concert.;Hay largas filas para entrar en el concierto.
You cannot affirm that it is true!;¡No puedes afirmar que eso sea cierto!
The policeman carries his regulatory weapon.;El policía lleva consigo su arma reglamentaria.
The American continent has 35 countries.;El continente americano tiene 35 países.
Argentina has 24 provinces.;Argentina tiene 24 provincias.
I will give you as many chocolates as you want.;Te daré cuantos bombones quieras.
There is a ratio of two women to one man in this city.;Hay una proporción de dos mujeres por cada hombre en esta ciudad.
I feel a lot of anguish.;Siento mucha angustia.
We must ration the scarce food we have.;Debemos racionar la escasa comida que tenemos.
European nations must remain united.;Las naciones europeas deben permanecer unidas.
The celebration lasted until three in the morning.;La celebración se extendió hasta las tres de la mañana.
I brought something to drink.;Traje algo de beber.
I lent Laura my legal dictionary.;Le presté a Laura mi diccionario jurídico.
The poor man doesn't have a roof over his head.;El pobre hombre no tiene un techo sobre su cabeza.
The terrain is very high.;El terreno está muy elevado.
Amanda is using the hairdryer that I gave her.;Amanda está utilizando el secador que le regalé.
We should cover the pool before it rains.;Deberíamos cubrir la piscina antes de que llueva.
Take a break.;Tómate un descanso.
Human perception is not perfect.;La percepción humana no es perfecta.
The cabin is next to a forest.;La cabaña está junto a un bosque.
There is no continuity between the two parts of the book.;No hay continuidad entre las dos partes del libro.
You have a British accent.;Tienes acento británico.
I only care about the well-being of my family.;Solo me importa el bienestar de mi familia.
Businessmen were not affected by the crisis.;Los grandes empresarios no se vieron afectados por la crisis.
The counselor issued his opinion.;El consejero emitió su opinión.
It was a real scandal!;¡Fue un verdadero escándalo!
We had a pleasant stay in Mallorca.;Pasamos una agradable estancia en Mallorca.
Here we are safe.;Aquí estamos seguros.
I like water sports.;Me gustan los deportes acuáticos.
I am ready for the expedition.;Estoy preparado para la expedición.
Now you must add an egg.;Ahora debes añadir un huevo.
My niece has a plastic crown.;Mi sobrina tiene una corona de plástico.
The kids accidentally bumped their heads.;Los niños golpearon sus cabezas accidentalmente.
Our phones are the same!;¡Nuestros teléfonos son iguales!
I have a pending issue with Gastón.;Tengo un asunto pendiente con Gastón.
Artistic events are always related to their historical context.;Los eventos artísticos siempre están relacionados con su contexto histórico.
My grandfather loves reading comic books.;Mi abuelo ama leer historietas.
Can you tell Catalina to come?;¿Puedes decirle a Catalina que venga?
The company has offices in the city center.;La empresa tiene oficinas en el centro.
I must finish the review of these documents.;Debo terminar la revisión de estos documentos.
Earthquakes are frequent in this area.;Los terremotos son frecuentes en esta zona.
The government started an institutional reform.;El gobierno inició una reforma institucional.
The balloon falls slowly.;El globo cae lentamente.
Do you have a prior appointment?;¿Tiene una cita previa?
My neighbors are rich.;Mis vecinos son ricos.
She became a fashion symbol.;Ella se convirtió en un símbolo de la moda.
The researcher argues that the hypothesis is false.;La investigadora sostiene que la hipótesis es falsa.
The ozone layer is recovering.;La capa de ozono se está recuperando.
I have a temporary job.;Tengo un trabajo temporal.
We must improve our surveillance system.;Debemos mejorar el sistema vigilancia.
Minimum retirement is not enough.;La jubilación mínima no es suficiente.
You must improve your posture to take care of your spine.;Debes mejorar tu postura para cuidar tu columna vertebral.
Do you see that hummingbird?;¿Ves ese colibrí?
My bosses offer me a better salary, but more responsibility.;Mis jefes me ofrecen un mejor salario, pero más responsabilidad.
You cannot drink more than a certain amount of coffee per day.;No puedes tomar más que una cantidad determinada de café por día.
I don’t like sweet and sour sauce.;No me gusta la salsa agridulce.
We stopped on the road to eat something.;Frenamos en la ruta para comer algo.
I signed up for some cooking courses.;Me anoté en unos cursos de cocina.
The dog is not allowed to be inside the house.;El perro no tiene permitido estar dentro de la casa.
I have a friend who lives in Panama.;Tengo una amiga que vive en Panamá.
Gregorio made a very pertinent observation.;Gregorio hizo una observación muy pertinente.
Writers don't make a lot of money.;Los escritores no ganan mucho dinero.
We must assume that the electric power will not return for several hours.;Debemos asumir que la electricidad no volverá por varias horas.
My grandmother turned seventy.;Mi abuela cumplió setenta años.
The fugitives left the city.;Los fugitivos dejaron la ciudad.
The guide reminded us to drink water.;El guía nos recordó que bebamos agua.
Lisandro is very nervous.;Lisandro está muy nervioso.
All my grandparents are alive.;Todos mis abuelos están vivos.
Even economic struggle has environmental dimensions.;Incluso la lucha económica tiene dimensiones medioambientales.
I must answer this call.;Debo atender esta llamada.
The flag of Peru is red and white.;La bandera de Perú es roja y blanca.
The pets must stay indoors when it rains.;Las mascotas deben quedarse dentro cuando llueve.
The state can regulate the economy.;El Estado puede regular la economía.
