"id";"word";"answer"
"1";"to absorb";"absorber"
"2";"to learn";"aprender"
"3";"to sweep";"barrer"
"4";"to drink";"beber"
"5";"to eat";"comer"
"6";"to commit";"cometer"
"7";"to understand";"comprender"
"8";"to run";"correr"
"9";"to correspond";"corresponder"
"10";"to sew";"coser"
"11";"to believe";"creer"
"12";"to owe / should";"deber"
"13";"to depend";"depender"
"14";"to hide";"esconder"
"15";"to exceed";"exceder"
"16";"to read";"leer"
"17";"to put in / insert";"meter"
"18";"to offend";"ofender"
"19";"to possess";"poseer"
"20";"to turn on / catch (fire)";"prender"
"21";"to proceed";"proceder"
"22";"to promise";"prometer"
"23";"to protect";"proteger"
"24";"to respond";"responder"
"25";"to go back / retreat";"retroceder"
"26";"to break";"romper"
"27";"to surprise";"sorprender"
"28";"to happen";"suceder"
"29";"to suspend";"suspender"
"30";"to fear";"temer"
"31";"to cough";"toser"
"32";"to sell";"vender"
